depth_top	depth_bot	duration	dur_unc
1942.23	1944.642	100	7.0
1944.642	1947.367	100	3.0
1947.367	1950.283	100	4.0
1950.283	1952.664	100	4.0
1952.664	1954.19	100	7.0
1954.19	1955.614	100	10.0
1955.614	1957.055	100	12.0
1957.055	1958.512	100	6.0
1958.512	1959.953	100	4.0
1959.953	1961.297	100	4.0
1961.297	1962.699	100	8.0
1962.699	1964.223	100	6.0
1964.223	1966.612	100	4.0
1966.612	1969.424	100	3.0
1969.424	1972.204	100	6.0
1972.204	1974.843	100	10.0
1974.843	1976.589	100	9.0
1976.589	1978.222	100	8.0
1978.222	1979.784	100	7.0
1979.784	1981.278	100	5.0
1981.278	1982.784	100	9.0
1982.784	1984.308	100	7.0
1984.308	1985.934	100	7.0
1985.934	1987.385	100	6.0
1987.385	1988.821	100	7.0
1988.821	1990.643	100	7.0
1990.643	1993.186	100	6.0
1993.186	1995.558	100	4.0
1995.558	1997.954	100	2.0
1997.954	2000.507	100	5.0
2000.507	2003.241	100	5.0
2003.241	2005.986	100	6.0
2005.986	2008.766	100	5.0
2008.766	2010.981	100	4.0
2010.981	2012.44	100	5.0
2012.44	2013.977	100	8.0
2013.977	2015.402	100	6.0
2015.402	2016.846	100	8.0
2016.846	2018.32	100	6.0
2018.32	2019.77	100	7.0
2019.77	2021.251	100	8.0
2021.251	2022.783	100	5.0
2022.783	2024.445	100	9.0
2024.445	2026.257	100	9.0
2026.257	2028.094	100	6.0
2028.094	2030.232	100	2.0
2030.232	2032.59	100	3.0
2032.59	2034.644	100	5.0
2034.644	2036.874	100	3.0
2036.874	2039.051	100	4.0
2039.051	2041.712	100	2.0
2041.712	2044.429	100	4.0
2044.429	2047.111	100	1.0
2047.111	2050.001	100	2.0
2050.001	2052.899	100	2.0
2052.899	2055.85	100	2.0
2055.85	2058.723	100	3.0
2058.723	2061.722	100	3.0
2061.722	2064.806	100	3.0
2064.806	2068.132	100	5.0
2068.132	2070.65	100	5.0
2070.65	2072.323	100	4.0
2072.323	2073.848	100	8.0
2073.848	2075.322	100	6.0
2075.322	2076.831	100	3.0
2076.831	2078.323	100	5.0
2078.323	2079.821	100	4.0
2079.821	2081.353	100	6.0
2081.353	2082.913	100	9.0
2082.913	2084.292	100	7.0
2084.292	2085.766	100	6.0
2085.766	2087.148	100	10.0
2087.148	2088.649	100	9.0
2088.649	2089.983	100	6.0
2089.983	2091.35	100	11.0
2091.35	2092.672	100	10.0
2092.672	2093.951	100	11.0
2093.951	2095.526	100	6.0
2095.526	2097.498	100	3.0
2097.498	2099.555	100	4.0
2099.555	2101.212	100	6.0
2101.212	2102.876	100	5.0
2102.876	2104.373	100	7.0
2104.373	2105.904	100	5.0
2105.904	2107.475	100	5.0
2107.475	2109.057	100	5.0
2109.057	2110.627	100	5.0
2110.627	2112.298	100	3.0
2112.298	2114.333	100	3.0
2114.333	2116.458	100	2.0
2116.458	2118.825	100	2.0
2118.825	2121.294	100	4.0
2121.294	2123.962	100	2.0
2123.962	2125.614	100	6.0
2125.614	2127.007	100	10.0
2127.007	2128.426	100	7.0
2128.426	2129.812	100	4.0
2129.812	2131.152	100	5.0
2131.152	2132.477	100	8.0
2132.477	2133.868	100	4.0
2133.868	2135.216	100	7.0
2135.216	2136.975	100	4.0
2136.975	2138.767	100	7.0
2138.767	2140.531	100	3.0
2140.531	2142.334	100	6.0
2142.334	2144.158	100	7.0
2144.158	2146.095	100	7.0
2146.095	2148.394	100	3.0
2148.394	2150.657	100	4.0
2150.657	2153.07	100	5.0
2153.07	2155.504	100	2.0
2155.504	2157.737	100	2.0
2157.737	2159.112	100	4.0
2159.112	2160.439	100	4.0
2160.439	2161.689	100	6.0
2161.689	2162.994	100	6.0
2162.994	2164.328	100	6.0
2164.328	2165.632	100	4.0
2165.632	2166.974	100	5.0
2166.974	2168.24	100	4.0
