depth	age	age_unc	comment
246.15	1016	3.65529453572468	
246.475	1017	3.6583123951777	
246.7	1018	3.66132477258361	
246.975	1019	3.66433169770932	
247.175	1020	3.66733320005331	
247.35	1021	3.67032930884901	
247.55	1022	3.67332005306815	
247.8	1023	3.67630546142402	
248.0	1024	3.67928556237467	
248.2	1025	3.68226038412607	
248.475	1026	3.68522995463527	
248.75	1027	3.68819430161341	
248.95	1028	3.69115345252878	
249.125	1029	3.69410743460974	
249.35	1030	3.69705627484771	
249.6	1031	3.7	
249.8	1032	3.70293863659264	
250.025	1033	3.7058722109232	
250.25	1034	3.70880074906351	
250.65	1035	3.71172427686237	
250.825	1036	3.71464281994822	
251.025	1037	3.71755640373177	
251.325	1038	3.72046505340853	
251.525	1039	3.72336879396141	
251.725	1040	3.72626765016321	
251.9	1041	3.72916164657906	
252.125	1042	3.73205080756888	
252.425	1043	3.73493515728975	
252.625	1044	3.73781471969828	
252.925	1045	3.74068951855292	
253.125	1046	3.74355957741627	
253.4	1047	3.7464249196573	
253.625	1048	3.74928556845359	
253.85	1049	3.75214154679352	
254.1	1050	3.75499287747842	
254.3	1051	3.75783958312469	
254.475	1052	3.7606816861659	
254.7	1053	3.76351920885484	
254.875	1054	3.76635217326557	
255.1	1055	3.76918060129541	
255.375	1056	3.77200451466693	
255.6	1057	3.77482393492989	
255.775	1058	3.77763888346312	
255.975	1059	3.78044938147649	
256.15	1060	3.7832554500127	
256.425	1061	3.78605710994918	
256.625	1062	3.78885438199983	
256.8	1063	3.79164728671689	
257.0	1064	3.79443584449264	
257.225	1065	3.79722007556114	
257.425	1066	3.8	
257.6	1067	3.80277563773199	
257.8	1068	3.80554700852678	
258.0	1069	3.80831413200251	
258.3	1070	3.81107702762748	
258.5	1071	3.81383571472171	
258.7	1072	3.81659021245849	
258.9	1073	3.81934053986603	
259.1	1074	3.82208671582886	
259.35	1075	3.82482875908947	
259.575	1076	3.82756668824971	
259.775	1077	3.83030052177231	
259.975	1078	3.83303027798234	
260.175	1079	3.83575597506858	
260.4	1080	3.83847763108502	
260.625	1081	3.8411952639522	
260.825	1082	3.84390889145858	
261.05	1083	3.84661853126194	
261.3	1084	3.84932420089069	
261.475	1085	3.85202591774521	
261.7	1086	3.85472369909914	
261.9	1087	3.85741756210067	
262.075	1088	3.86010752377383	
262.3	1089	3.86279360101972	
262.475	1090	3.86547581061776	
262.7	1091	3.86815416922694	
262.875	1092	3.87082869338697	
263.1	1093	3.87349939951952	
263.3	1094	3.87616630392937	
263.525	1095	3.87882942280559	
263.7	1096	3.88148877222268	
263.9	1097	3.88414436814168	
264.1	1098	3.88679622641132	
264.375	1099	3.88944436276912	
264.575	1100	3.89208879284245	
264.8	1101	3.89472953214964	
265.025	1102	3.89736659610103	
265.225	1103	3.9	
265.4	1104	3.90262975904404	
265.7	1105	3.90525588832576	
265.9	1106	3.90787840283389	
266.075	1107	3.91049731745428	
266.25	1108	3.9131126469709	
266.575	1109	3.9157244060668	
266.775	1110	3.91833260932509	
266.95	1111	3.92093727122985	
267.125	1112	3.92353840616713	
267.325	1113	3.92613602842582	
267.5	1114	3.92873015219859	
267.7	1115	3.9313207915828	
267.95	1116	3.93390796058137	
268.2	1117	3.93649167310371	
268.425	1118	3.93907194296653	
268.625	1119	3.94164878389476	
268.825	1120	3.94422220952236	
269.025	1121	3.94679223339318	
269.225	1122	3.94935886896179	
269.45	1123	3.95192212959431	
269.65	1124	3.95448202856921	
269.825	1125	3.95703857907809	
270.025	1126	3.95959179422654	
270.275	1127	3.96214168703486	
270.5	1128	3.96468827043885	
270.7	1129	3.9672315572906	
270.9	1130	3.96977156035922	
271.1	1131	3.9723082923316	
271.325	1132	3.97484176581315	
271.525	1133	3.97737199332852	
271.725	1134	3.97989898732233	
271.925	1135	3.9824227601599	
272.175	1136	3.98494332412792	
