depth_top	depth_bot	duration	dur_unc
202.856	202.998	1.0	0.01
202.998	203.282	1.0	0.01
203.282	203.468	1.0	0.01
203.468	203.764	1.0	0.01
203.764	203.994	1.0	0.01
203.994	204.212	1.0	0.01
204.212	204.453	1.0	0.01
204.453	204.748	1.0	0.01
204.748	204.945	1.0	0.01
204.945	205.153	1.0	0.01
205.153	205.438	1.0	0.01
205.438	205.722	1.0	0.01
205.722	205.941	1.0	0.01
205.941	206.138	1.0	0.01
206.138	206.28	1.0	0.01
206.28	206.554	1.0	0.01
206.554	206.805	1.0	0.01
206.805	207.013	1.0	0.01
207.013	207.254	1.0	0.01
207.254	207.473	1.0	0.01
207.473	207.757	1.0	0.01
207.757	207.976	1.0	0.01
207.976	208.184	1.0	0.01
208.184	208.359	1.0	0.01
208.359	208.589	1.0	0.01
208.589	208.808	1.0	0.01
208.808	208.961	1.0	0.01
208.961	209.147	1.0	0.01
209.147	209.398	1.0	0.01
209.398	209.65	1.0	0.01
209.65	209.88	1.0	0.01
209.88	210.099	1.0	0.01
210.099	210.35	1.0	0.01
210.35	210.547	1.0	0.01
210.547	210.7	1.0	0.01
210.7	211.029	1.0	0.01
211.029	211.237	1.0	0.01
211.237	211.455	1.0	0.01
211.455	211.707	1.0	0.01
211.707	211.871	1.0	0.01
211.871	212.156	1.0	0.01
212.156	212.374	1.0	0.01
212.374	212.615	1.0	0.01
212.615	212.878	1.0	0.01
212.878	213.042	1.0	0.01
213.042	213.337	1.0	0.01
213.337	213.567	1.0	0.01
213.567	213.808	1.0	0.01
213.808	214.114	1.0	0.01
214.114	214.3	1.0	0.01
214.3	214.53	1.0	0.01
214.53	214.759	1.0	0.01
214.759	214.978	1.0	0.01
214.978	215.317	1.0	0.01
215.317	215.536	1.0	0.01
215.536	215.843	1.0	0.01
215.843	216.018	1.0	0.01
216.018	216.226	1.0	0.01
216.226	216.521	1.0	0.01
216.521	216.74	1.0	0.01
216.74	216.915	1.0	0.01
