GISP2 Electrical Conductivity Measurements

REFERENCES: 

Taylor, K.C., R.B. Alley, G.W. Lamorey, and P.A. Mayewski. 1997. Electrical
measurements on the Greenland Ice Sheet Project 2 core. Journal of
Geophysical Research 102:26511-26517.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Chylek, P., B. Johnson, P.A. Damiano, K.C. Taylor, and P. Clement. 1995.
Biomass burning record and black carbon in the GISP2 ice core. Geophysical
Research Letters 22:89-92.

Taylor, K.C., G.W. Lamorey, G.A. Doyle, R.B. Alley, P.M. Grootes, P.A.
Mayewski, J.W.C. White, and L.K. Barlow. 1993. The 'flickering switch' of
late Pleistocene climate change. Nature 361:432-436.

Taylor, K.C., R.B. Alley, R.J. Fiacco, P.M. Grootes, G.W. Lamorey, P.A.
Mayewski, and M.J. Spencer. 1992. Ice core dating and chemistry by direct
current electrical conductivity. Journal of Glaciology 38:325-332.

DATA DESCRIPTION: 

The ECM file ECMage.dat represents 0.5 meter averages of the data in the
b****.dat and d****.dat files.  The GISP2 B core was used for the first
100 meters; the D core thereafter.  All depths are D core depths, ages are
on the Meese/Sowers timescale.  See ECMinfo.txt and depthage.dat for
further information. 

DATA: 

Depth	ECM	Age
Top (m)	microamps	Top (yr BP 1950)
		
2127.45	0.2036	32337
2127.95	0.1184	32369
2128.45	0.1146	32402
2129	0.1278	32438
2129.55	0.1084	32475
2130.05	0.117	32509
2130.55	0.107	32542
2131.05	0.066	32574
2131.55	0.0658	32608
2132.05	0.0882	32641
2132.56	0.0708	32677
2133.11	0.0492	32715
2133.65	0.058	32753
2134.15	0.0558	32787
2134.65	0.076	32821
2135.15	0.0926	32855
2135.65	0.0674	32889
2136.15	0.074	32923
2136.67	0.0988	32959
2137.22	0.1056	32995
2137.75	0.0742	33028
2138.25	0.1084	33061
2138.75	1.0204	33096
2139.25	2.151	33130
2139.75	1.2108	33165
2140.25	1.6838	33199
2140.78	6.7756	33236
2141.33	2.2644	33273
2141.85	2.484	33309
2142.35	0.4728	33343
2142.85	3.0494	33377
2143.35	7.3046	33411
2143.85	0.8956	33445
2144.35	7.954	33478
2144.89	8.5872	33513
2145.44	11.444	33549
2145.95	7.1202	33584
2146.45	1.4122	33617
2146.95	0.1866	33650
2147.45	0.1568	33684
2147.95	0.1348	33718
2148.45	0.124	33753
2149	0.1046	33791
2149.56	0.1096	33827
2150.11	0.1154	33863
2150.65	0.1342	33899
2151.15	0.1722	33932
2151.65	0.1868	33965
2152.15	0.1648	33998
2152.65	0.1562	34031
2153.16	0.078	34065
2153.71	0.0806	34101
2154.25	2.2612	34137
2154.78	0.1066	34171
2155.33	0.0522	34206
2155.85	0.0738	34237
2156.35	0.0712	34268
2156.85	0.1504	34300
2157.35	0.132	34333
2157.85	0.2006	34367
2158.35	0.229	34398
2158.89	0.2044	34430
2159.44	0.1968	34462
2159.95	5.7678	34493
2160.45	6.0104	34519
2160.95	12.8922	34544
2161.45	5.846	34566
2161.95	25.3218	34589
2162.45	17.1218	34616
2163	1.2776	34647
2163.55	7.874	34673
2164.05	0.734	34697
2164.55	6.617	34722
2165.05	4.4028	34746
2165.55	0.2042	34770
2166.05	1.3768	34794
2166.55	7.339	34819
2167.05	18.6984	34843
2167.56	5.03	34865
2168.11	0.5952	34889
2168.65	6.7962	34912
2169.15	13.8388	34934
2169.65	20.1692	34956
2170.15	3.043	34979
2170.67	1.3366	35004
2171.22	11.2586	35029
2171.75	4.0222	35052
2172.25	6.5748	35072
2172.75	1.0984	35093
2173.25	12.156	35114
2173.75	4.4542	35136
2174.25	9.258	35157
2174.78	13.4868	35177
2175.33	4.2704	35201
2175.85	6.7882	35225
2176.35	4.9244	35245
2176.85	6.1368	35264
2177.35	0.4438	35289
2177.85	0.2038	35316
2178.35	0.1156	35345
2178.89	0.1812	35378
2179.44	0.1204	35412
2179.95	0.1444	35444
2180.45	0.15	35475
2180.95	0.1838	35506
2181.45	0.1302	35537
2181.95	0.1124	35568
2182.45	0.09	35599
2183	0.1102	35633
2183.55	0.1578	35673
2184.05	0.113	35709
2184.55	0.1014	35741
2185.05	0.1198	35773
2185.55	0.1432	35801
2186.05	0.1376	35830
2186.56	0.2136	35859
2187.11	0.0934	35891
2187.65	0.1936	35923
2188.15	0.1058	35952
2188.65	0.1052	35984
2189.15	0.097	36014
2189.65	0.0904	36042
2190.15	0.1736	36069
2190.67	0.1574	36098
2191.22	0.1184	36128
2191.75	0.1704	36157
2192.25	0.113	36185
2192.75	0.3784	36212
2193.25	0.3418	36238
2193.75	0.47	36262
2194.25	4.0616	36288
2194.78	2.0252	36316
2195.33	1.8658	36344
2195.85	0.7886	36369
2196.35	1.6504	36394
2196.85	0.9018	36419
2197.35	4.17	36445
2197.85	0.2778	36473
2198.35	0.151	36500
2198.89	0.093	36530
2199.44	0.0736	36560
2200	2.7164	36591
2200.55	0.3272	36625
2201.05	0.3924	36655
2201.55	1.1346	36683
2202.05	20.2076	36712
2202.55	27.931	36742
2203.05	6.895	36772
2203.55	6.934	36798
2204.05	17.725	36825
2204.57	30.423	36852
2205.12	12.6588	36880
2205.65	18.7598	36908
2206.15	13.637	36935
2206.65	20.0606	36962
2207.15	16.539	36989
2207.65	13.6546	37016
2208.15	16.4914	37043
2208.67	5.162	37071
2209.22	5.701	37101
2209.75	2.327	37130
2210.25	13.0296	37155
2210.75	18.7592	37180
2211.25	10.0112	37206
2211.75	22.8552	37233
2212.25	13.2516	37261
2212.78	8.8018	37291
2213.33	1.9124	37322
2213.85	2.7758	37351
2214.35	9.0214	37378
2214.85	9.7246	37406
2215.35	15.0822	37433
2215.85	12.947	37461
2216.35	9.6682	37487
2216.89	19.8784	37514
2217.44	26.1254	37543
2217.95	10.7144	37571
2218.45	14.1232	37599
2218.95	7.5794	37627
2219.45	6.6006	37654
2219.95	14.926	37681
2220.45	17.5574	37710
2221	36.4404	37741
2221.55	17.9542	37776
2222.05	28.006	37807
2222.55	17.87	37839
2223.05	8.6806	37870
2223.55	14.9206	37902
2224.05	7.4382	37933
2224.56	18.4568	37965
2225.11	9.9806	38001
2225.65	4.4364	38038
2226.15	6.913	38073
2226.65	3.449	38108
2227.15	19.4844	38142
2227.65	21.1576	38177
2228.15	26.1852	38211
2228.67	14.5218	38247
2229.22	24.9146	38280
2229.75	30.8754	38307
2230.25	7.2792	38334
2230.75	6.9866	38361
2231.25	4.9664	38389
2231.75	0.4482	38418
2232.25	0.2926	38449
2232.78	0.1828	38484
2233.33	0.177	38521
2233.85	0.1716	38555
2234.35	0.1734	38591
2234.85	0.117	38628
2235.35	0.1266	38664
2235.85	0.148	38700
2236.35	0.1286	38740
2236.89	0.122	38784
2237.44	0.0856	38827
2237.95	0.1014	38867
2238.45	0.1256	38907
2238.95	0.1184	38948
2239.45	0.1662	38985
2239.95	0.1474	39022
2240.45	0.137	39061
2241	0.1666	39104
2241.55	0.1252	39147
2242.05	0.1448	39187
2242.55	0.1584	39228
2243.05	0.1422	39268
2243.55	0.1298	39310
2244.05	0.1098	39351
2244.56	0.109	39394
2245.11	0.0896	39440
2245.65	0.1204	39484
2246.15	0.1214	39525
2246.65	0.158	39564
2247.15	0.149	39605
2247.65	0.1224	39648
2248.15	0.1144	39692
2248.67	0.152	39740
2249.22	0.0768	39789
2250.08	0.2172	39858
2251.13	0.2958	39942
2251.85	4.0028	39995
2252.35	0.346	40028
2252.85	0.4574	40059
2253.35	1.1484	40091
2253.89	0.7986	40127
2254.44	0.6836	40160
2254.95	0.8868	40191
2255.45	0.832	40219
2255.95	0.6494	40247
2256.45	0.5746	40281
2256.95	0.4128	40316
2257.45	0.3414	40342
2257.97	0.3806	40369
2258.52	0.5272	40398
2259.05	0.4216	40424
2259.55	0.4518	40447
2260.05	0.415	40471
2260.55	0.5132	40497
2261.05	0.4688	40522
2261.56	0.4556	40544
2262.11	0.4146	40567
2262.65	0.3398	40591
2263.15	0.2708	40612
2263.65	0.3614	40634
2264.15	0.4218	40655
2264.65	0.3788	40674
2265.15	5.317	40695
2265.65	0.4952	40720
2266.16	0.4596	40744
2266.71	0.7308	40768
2267.25	0.8936	40792
2267.75	0.7936	40813
2268.25	1.1486	40834
2268.75	1.391	40855
2269.25	27.5176	40878
2269.75	0.469	40903
2270.25	3.9644	40928
2270.75	0.7436	40952
2271.26	5.3874	40976
2271.81	7.9968	41000
2272.35	10.0488	41022
2272.85	1.4014	41040
2273.35	3.0378	41062
2273.85	2.1062	41084
2274.38	9.4476	41107
2275.03	1.9582	41133
2275.65	1.0476	41158
2276.15	0.493	41180
2276.65	0.398	41205
2277.15	0.4348	41231
2277.65	0.2704	41256
2278.15	0.2678	41282
2278.67	0.3836	41308
2279.22	0.3478	41337
2279.75	0.337	41367
2280.25	0.2664	41394
2280.75	0.3336	41420
2281.25	0.309	41449
2281.75	0.3558	41481
2282.25	0.3624	41509
2282.78	0.2584	41534
2283.33	0.3464	41561
2283.85	0.4048	41588
2284.35	0.5112	41613
2284.85	0.8292	41638
2285.35	0.581	41663
2285.85	2.9742	41688
2286.35	1.6804	41713
2286.85	0.6346	41738
2287.35	0.424	41765
2287.89	0.444	41796
2288.44	0.6586	41826
2288.95	1.2826	41854
2289.45	1.394	41880
2289.95	2.0166	41905
2290.45	1.3178	41933
2290.95	8.1318	41961
2291.45	1.9702	41987
2291.95	11.5668	42012
2292.45	8.8868	42036
2293	10.4138	42062
2293.55	8.727	42091
2294.05	7.9636	42117
2294.55	28.6444	42139
2295.05	2.9204	42161
2295.55	2.2634	42186
2296.05	3.5338	42211
2296.55	4.3118	42236
2297.05	1.8622	42261
2297.56	6.841	42287
2298.11	5.9138	42314
2298.65	2.4996	42337
2299.15	3.7486	42358
2299.65	2.4998	42379
2300.15	1.6102	42400
2300.65	3.0052	42424
2301.15	9.1076	42448
2301.65	5.7252	42470
2302.15	6.6722	42493
2302.65	5.6682	42517
2303.15	6.5598	42541
2303.66	5.4432	42565
2304.21	0.4414	42595
2304.75	0.4254	42631
2305.25	0.3494	42664
2305.75	0.289	42697
2306.25	0.2764	42729
2306.75	0.317	42760
2307.25	0.349	42792
2307.75	0.2446	42823
2308.25	0.2512	42856
2308.78	0.2462	42890
2309.33	0.1958	42925
2309.85	0.2106	42958
2310.35	0.2416	42989
2310.85	0.2606	43021
2311.35	0.1984	43050
2311.85	0.2954	43077
2312.35	0.2488	43105
2312.89	0.4222	43136
2313.44	0.537	43169
2313.95	0.8152	43200
2314.57	15.1538	43234
2315.27	19.0986	43270
2315.85	33.737	43298
2316.35	10.1842	43323
2316.85	25.44	43348
2317.35	1.7094	43376
2317.85	0.5088	43404
2318.35	0.6262	43435
2318.89	0.5656	43470
2319.44	0.7716	43501
2319.95	1.4408	43529
2320.75	0.6488	43578
2321.55	0.8172	43624
2322.05	0.8164	43652
2322.55	7.1598	43683
2323.05	0.3446	43713
2323.55	0.2468	43743
2324.05	0.3816	43773
2324.56	8.7302	43801
2325.11	0.5894	43832
2325.65	1.3038	43865
2326.15	0.6854	43896
2326.65	0.5448	43924
2327.15	1.1064	43953
2327.65	1.2472	43982
2328.15	1.7204	44011
2328.65	2.1742	44037
2329.15	1.6026	44063
2329.67	3.7416	44093
2330.22	16.137	44123
2330.75	11.3026	44151
2331.25	28.899	44176
2331.75	31.4318	44199
2332.25	35.67	44222
2332.75	41.442	44245
2333.25	28.1442	44267
2333.75	16.6014	44288
2334.25	18.9986	44310
2334.78	20.4354	44334
2335.33	25.3182	44360
2335.85	11.4524	44386
2336.35	20.2424	44409
2336.85	7.1898	44432
2337.35	10.0094	44458
2337.85	5.7082	44484
2338.35	5.3808	44510
2338.89	22.7766	44537
2339.44	20.6454	44560
2339.95	23.8626	44581
2340.45	23.9094	44604
2341	43.612	44629
2341.55	32.6686	44655
2342.05	6.4414	44678
2342.55	18.1436	44699
2343.05	34.8828	44719
2343.55	22.7812	44741
2344.05	5.7194	44763
2344.56	31.3042	44786
2345.11	12.3296	44810
2345.65	23.4988	44834
2346.15	7.2618	44857
2346.65	7.619	44879
2347.15	8.6726	44902
2347.65	19.185	44925
2348.15	24.264	44948
2348.67	22.0412	44972
2349.22	25.6972	44996
2349.75	19.057	45018
2350.25	29.5194	45039
2350.75	33.4952	45060
2351.25	23.4852	45080
2351.75	8.9354	45098
2352.25	28.93	45118
2352.75	11.1664	45140
2353.25	28.673	45163
2353.75	10.6288	45186
2354.25	18.5236	45208
2354.78	24.8028	45230
2355.33	16.6586	45254
2355.85	7.9176	45276
2356.35	20.7008	45297
2356.85	23.7306	45316
2357.35	9.714	45335
2357.85	9.7642	45354
2358.37	4.729	45376
2358.92	0.432	45399
2359.45	0.1918	45429
2359.95	0.2076	45459
2360.45	0.1918	45488
2360.95	0.3094	45517
2361.45	0.2316	45549
2361.95	0.1982	45582
2362.45	0.5664	45617
2363	0.4788	45655
2363.55	0.3514	45691
2364.05	0.4034	45724
2364.55	0.3576	45757
2365.05	0.159	45791
2365.55	0.1754	45827
2366.05	0.1992	45863
2366.56	0.2546	45904
2367.11	0.3014	45948
2367.65	0.2636	45994
2368.15	0.2894	46038
2368.65	0.246	46083
2369.15	0.2076	46127
2369.65	0.1994	46166
2370.15	0.182	46206
2370.65	0.1964	46246
2371.15	0.2716	46287
2371.67	0.2452	46334
2372.22	0.2576	46381
2372.75	0.32	46424
2373.25	0.367	46466
2373.75	0.6254	46509
2374.25	0.4718	46548
2374.75	0.7394	46583
2375.25	0.5314	46616
2375.75	0.5286	46648
2376.25	0.4372	46678
2376.78	0.5316	46708
2377.33	0.5552	46743
2377.85	0.6358	46778
2378.35	1.055	46811
2378.85	8.4798	46844
2379.35	4.0006	46874
2379.85	14.5158	46902
2380.35	15.8062	46930
2380.85	3.2792	46958
2381.35	1.2688	46987
2381.89	4.7368	47019
2382.44	1.5228	47052
2382.95	1.1828	47083
2383.45	1.8518	47113
2383.95	10.1946	47143
2384.45	1.2458	47167
2384.95	0.824	47190
2385.45	0.5408	47216
2385.95	0.2716	47242
2386.45	0.2714	47273
2387	0.2768	47307
2387.55	0.2286	47353
2388.05	0.2344	47395
2388.55	0.3806	47432
2389.05	0.6238	47469
2389.55	0.5394	47501
2390.05	0.4726	47532
2390.56	0.4888	47562
2391.11	0.2152	47595
2391.65	0.2516	47628
2392.15	0.3776	47657
2392.65	0.4524	47685
2393.15	0.3844	47713
2393.65	0.4186	47745
2394.15	0.3882	47776
2394.67	0.513	47809
2395.22	0.4634	47844
2395.75	0.4128	47877
2396.25	2.1708	47908
2396.75	0.7162	47939
2397.25	0.4548	47971
2397.75	0.623	48004
2398.25	1.0162	48037
2398.78	0.61	48069
2399.33	0.9588	48105
2399.89	0.5282	48144
2400.44	1.0436	48178
2400.95	2.1694	48210
2401.45	1.0978	48243
2401.95	0.3914	48276
2402.45	0.5212	48306
2402.95	1.826	48336
2403.45	2.0538	48366
2403.98	0.7374	48399
2404.53	0.7064	48432
2405.05	0.7156	48465
2405.55	2.2116	48500
2406.05	5.6394	48535
2406.55	0.9608	48569
2407.05	0.8756	48604
2407.55	0.654	48639
2408.05	0.537	48674
2408.56	8.4382	48705
2409.11	6.3666	48738
2409.65	0.552	48773
2410.15	0.5694	48805
2410.65	4.7412	48839
2411.15	1.3828	48872
2411.65	4.4806	48904
2412.15	0.866	48935
2412.67	0.5434	48968
2413.22	0.4004	49003
2413.75	0.8768	49040
2414.25	0.3548	49075
2414.75	1.6484	49111
2415.25	0.9604	49144
2415.75	6.9818	49175
2416.25	16.5	49206
2416.75	13.6876	49239
2417.25	16.3314	49271
2417.78	20.4518	49306
2418.33	19.5688	49340
2418.85	15.9122	49371
2419.35	13.1674	49398
2419.85	16.0014	49424
2420.35	18.646	49450
2420.85	16.7254	49475
2421.35	16.2458	49503
2421.85	15.9448	49532
2422.35	15.1884	49561
2422.89	15.9826	49591
2423.44	16.0126	49621
2423.95	19.7832	49649
2424.45	23.4118	49677
2424.95	18.648	49705
2425.45	42.1776	49735
2425.95	22.9774	49765
2426.45	15.286	49796
2427	8.7986	49830
2427.55	14.3238	49860
2428.05	13.605	49887
2428.55	5.2352	49916
2429.05	13.2146	49946
2429.55	14.1968	49975
2430.05	11.8374	50005
2430.56	6.4712	50037
2431.11	14.7504	50091
2431.65	25.9284	50222
2432.15	28.391	50319
2432.65	18.4264	50360
2433.15	22.3886	50400
2433.65	18.6804	50441
2434.15	19.1132	50482
2434.66	10.5454	50523
2435.21	10.747	50568
2435.75	26.6454	50612
2436.25	12.32	50653
2436.75	25.2762	50693
2437.25	27.3694	50734
2437.75	20.186	50774
2438.25	25.218	50815
2438.75	15.3016	50856
2439.25	26.369	50896
2439.76	30.5562	50938
2440.31	14.9042	50983
2440.85	14.1484	51027
2441.35	24.0898	51067
2441.85	23.5388	51108
2442.35	26.6656	51148
2442.85	15.457	51189
2443.35	21.2778	51230
2443.85	21.3168	51270
2444.35	17.2566	51311
2444.89	18.9938	51355
2445.44	22.0942	51400
2445.95	15.934	51441
2446.45	10.1772	51482
2446.95	1.4144	51522
2447.45	9.8278	51563
2447.95	14.2904	51604
2448.45	14.0818	51644
2449	6.6316	51689
2449.56	8.9094	51735
2450.11	8.832	51779
2450.65	6.523	51823
2451.15	0.6084	51864
2451.65	7.528	51905
2452.15	10.0594	51948
2452.65	10.1034	51999
2453.15	11.5108	52049
2453.65	6.471	52099
2454.17	15.616	52152
2454.75	0.4486	52210
2455.33	0.3502	52269
2455.85	0.2622	52321
2456.35	0.3318	52371
2456.85	0.2246	52422
2457.35	0.1708	52472
2457.85	0.1596	52523
2458.35	0.1756	52573
2458.85	0.298	52623
2459.35	0.3114	52674
2459.89	0.5306	52728
2460.44	3.9562	52784
2460.95	2.5736	52835
2461.45	0.3678	52886
2461.95	0.2762	52936
2462.45	0.3256	53004
2462.95	0.2456	53073
2463.45	0.2346	53143
2463.95	0.2512	53212
2464.5	1.673	53289
2465.05	12.9308	53365
2465.55	7.9954	53434
2466.05	1.6902	53504
2466.55	1.3352	53573
2467.05	1.4748	53643
2467.55	4.8068	53712
2468.05	3.3284	53782
2468.56	0.5226	53853
2469.11	0.1546	53929
2469.65	0.1942	54004
2470.15	0.203	54074
2470.65	0.31	54143
2471.15	0.2642	54213
2471.65	0.2416	54282
2472.15	0.2468	54350
2472.65	0.1922	54413
2473.15	0.2294	54477
2473.67	0.254	54542
2474.22	0.3312	54612
2474.75	0.4396	54679
2475.25	0.529	54742
2475.75	0.9954	54806
2476.25	1.1086	54869
2476.78	0.6208	54936
2477.33	0.5074	55006
2477.85	0.3764	55072
2478.35	0.577	55135
2478.85	0.6472	55198
2479.35	0.6262	55262
2479.85	3.835	55325
2480.35	5.3214	55388
2480.85	0.85	55451
2481.38	7.1308	55519
2481.93	6.4996	55588
2482.45	0.5836	55645
2482.95	1.7582	55698
2483.45	0.8848	55752
2483.95	0.4716	55805
2484.45	0.9822	55859
2484.95	3.7818	55912
2485.45	0.6298	55965
2485.99	0.5574	56023
2486.54	6.0154	56082
2487.05	2.6962	56136
2487.55	6.8022	56190
2488.05	21.3184	56243
2488.55	18.9258	56297
2489.05	14.3224	56350
2489.55	23.288	56403
2490.05	5.9546	56457
2490.56	1.2204	56511
2491.11	12.7662	56570
2491.65	4.3006	56628
2492.15	0.4186	56681
2492.65	1.2466	56736
2493.15	30.744	56791
2493.65	18.1756	56845
2494.15	5.5218	56900
2494.67	0.3062	56957
2495.22	0.279	57017
2495.75	0.242	57075
2496.25	0.3094	57130
2496.75	0.6384	57184
2497.25	13.1796	57239
2497.75	26.6522	57293
2498.25	19.895	57348
2498.78	15.5428	57406
2499.33	8.7266	57466
2499.89	12.5988	57527
2500.44	18.4102	57587
2500.95	9.4042	57643
2501.45	10.6166	57698
2501.95	3.4272	57753
2502.45	2.6014	57812
2502.95	1.553	57872
2503.45	0.3646	57933
2503.95	0.39	57993
2504.45	1.0218	58053
2505	2.8328	58119
2505.55	12.4302	58185
2506.05	2.4178	58246
2506.55	0.7054	58306
2507.05	0.2672	58366
2507.55	0.2188	58426
2508.05	0.267	58486
2508.55	0.2248	58547
2509.05	0.2314	58607
2509.56	0.2304	58668
2510.11	0.2326	58734
2510.65	0.2408	58799
2511.15	0.2554	58860
2511.65	0.2986	58920
2512.15	0.3398	58981
2512.65	0.3196	59046
2513.15	0.1456	59110
2513.65	0.1896	59174
2514.15	0.181	59238
2514.67	0.2322	59305
2515.22	0.2382	59376
2515.75	0.228	59444
2516.25	0.2386	59508
2516.75	0.2776	59572
2517.25	0.2392	59637
2517.75	0.1884	59701
2518.25	0.2242	59765
2518.75	0.2192	59829
2519.25	0.189	59894
2519.78	0.1726	59962
2520.33	0.1856	60032
2520.85	0.2332	60099
2521.35	0.218	60163
2521.85	0.1872	60228
2522.35	0.1768	60296
2522.85	0.165	60365
2523.35	0.1574	60434
2523.85	0.1364	60504
2524.39	0.154	60578
2524.94	0.2472	60655
2525.45	0.2296	60726
2525.95	0.222	60795
2526.45	0.2286	60864
2526.95	0.1822	60934
2527.45	0.1784	61003
2527.95	0.1612	61072
2528.45	0.1738	61142
2529	0.1802	61218
2529.55	0.1896	61294
2530.05	0.1838	61364
2530.55	0.2542	61433
2531.05	0.265	61502
2531.55	0.2054	61572
2532.05	0.2156	61640
2532.56	0.3474	61700
2533.11	0.199	61765
2533.65	0.3116	61829
2534.15	0.5184	61887
2534.65	0.5508	61946
2535.15	0.4966	62005
2535.65	0.2318	62064
2536.15	0.1884	62123
2536.65	0.218	62182
2537.15	0.1874	62241
2537.67	0.1512	62302
2538.22	0.1616	62367
2538.75	0.2492	62430
2539.25	0.1908	62489
2539.75	0.1794	62548
2540.25	0.1798	62607
2540.75	0.1754	62666
2541.25	0.1216	62725
2541.75	0.1296	62784
2542.25	0.1398	62845
2542.78	0.164	62912
2543.33	0.1312	62982
2543.85	0.1148	63047
2544.35	0.1056	63111
2544.85	0.1526	63174
2545.35	0.1376	63237
2545.85	0.2214	63301
2546.35	0.2266	63364
2546.89	0.2068	63433
2547.44	0.1798	63502
2547.95	0.1826	63567
2548.45	0.2084	63630
2548.95	0.2348	63694
2549.45	0.2364	63757
2550	0.2234	63827
2550.55	0.2782	63896
2551.05	0.2936	63960
2551.55	0.2562	64023
2552.05	0.199	64088
2552.55	0.2228	64171
2553.05	0.1742	64254
2553.55	0.1594	64337
2554.05	0.1516	64419
2554.56	0.1928	64504
2555.11	0.2804	64595
2555.65	0.2806	64684
2556.15	0.2986	64767
2556.65	0.3068	64850
2557.15	0.2622	64933
2557.65	0.2344	65016
2558.15	0.273	65098
2558.65	0.2444	65181
2559.15	0.1142	65264
2559.67	0.1712	65350
2560.22	0.2046	65441
2560.75	0.2812	65529
2561.25	0.2872	65612
2561.75	0.3924	65695
2562.25	0.459	65772
2562.75	0.7296	65843
2563.25	0.3594	65915
2563.75	0.2452	65986
2564.25	0.2388	66058
2564.78	0.2006	66134
2565.33	0.154	66213
2565.85	0.15	66287
2566.35	0.1984	66358
2566.85	0.3086	66430
2567.35	0.3708	66502
2567.85	0.4794	66573
2568.35	0.5276	66645
2568.89	0.7298	66722
2569.44	0.5564	66801
2569.95	1.0372	66874
2570.45	13	66945
2570.95	1.2936	67017
2571.45	1.4396	67088
2571.95	0.7514	67160
2572.45	1.4392	67224
2573	3.6582	67294
2573.55	13.8008	67364
2574.05	1.435	67427
2574.55	2.5692	67491
2575.05	1.4296	67554
2575.55	13.7284	67618
2576.05	21.9268	67681
2576.56	3.3352	67746
2577.11	1.4872	67816
2577.65	1.4736	67885
2578.15	13.9538	67948
2578.65	8.941	68012
2579.15	13.8188	68075
2579.65	12.2746	68139
2580.15	24.102	68202
2580.67	20.3332	68268
2581.22	18.0008	68338
2581.75	13.7498	68405
2582.25	4.936	68476
2582.75	3.5672	68553
2583.25	2.1884	68631
2583.75	0.5838	68708
2584.25	0.2328	68786
2584.78	0.2156	68868
2585.33	0.2588	68953
2585.85	0.2838	69034
2586.35	0.3012	69112
2586.85	0.2676	69189
2587.35	0.2098	69267
2587.85	0.187	69344
2588.35	0.1934	69422
2588.89	0.1628	69506
2589.44	0.1378	69591
2589.95	0.125	69670
2590.45	0.1456	69748
2590.95	6.6006	69825
2591.45	1.2608	69903
2591.95	0.947	69980
2592.45	4.2294	70059
2592.99	5.2626	70145
2593.54	16.9376	70231
2594.05	9.2708	70312
2594.55	25.0544	70391
2595.05	22.4906	70470
2595.55	27.0716	70549
2596.05	20.9958	70628
2596.55	18.4836	70707
2597.1	18.3126	70794
2597.65	15.952	70881
2598.15	38.0014	70960
2598.65	15.4742	71039
2599.15	16.6224	71118
2599.67	22.928	71201
2600.22	25.073	71288
2600.75	31.0736	71371
2601.25	9.5304	71450
2601.75	19.6028	71529
2602.25	32.4876	71607
2602.75	31.4338	71683
2603.25	17.3528	71758
2603.75	19.0988	71834
2604.27	21.529	71913
2604.82	26.8112	71996
2605.35	26.5222	72077
2605.85	24.2162	72152
2606.35	13.2148	72228
2606.85	13.8464	72304
2607.35	18.21	72380
2607.85	12.1104	72455
2608.35	15.4524	72526
2608.89	18.0308	72599
2609.44	20.228	72674
2609.95	15.9236	72744
2610.45	20.9144	72812
2610.95	16.0134	72880
2611.45	14.7364	72948
2611.95	1.4886	73017
2612.45	0.2888	73085
2613	0.305	73160
2613.55	0.2284	73235
2614.05	0.2418	73304
2614.55	0.2132	73386
2615.05	0.125	73468
2615.55	0.1046	73550
2616.05	0.1258	73632
2616.56	0.1574	73715
2617.11	0.1792	73805
2617.65	0.1952	73893
2618.15	0.4602	73975
2618.65	0.8532	74057
2619.15	0.8392	74139
2619.65	7.321	74221
2620.15	18.0466	74302
2620.67	12.084	74385
2621.22	0.434	74473
2621.75	0.349	74558
2622.25	0.3192	74638
2622.75	1.2426	74718
2623.25	4.4484	74799
2623.75	2.0506	74879
2624.25	3.8534	74959
2624.78	7.0186	75044
2625.33	9.9202	75132
2625.85	16.494	75215
2626.35	21.362	75296
2626.85	15.0476	75377
2627.35	11.25	75458
2627.85	17.7238	75540
2628.35	5.8528	75621
2628.89	5.83	75709
2629.44	7.2244	75798
2629.95	9.3776	75881
2630.45	0.3582	75962
2630.95	0.693	76043
2631.45	1.8146	76125
2631.95	15.0288	76206
2632.45	6.8426	76283
2633	1.2716	76368
2633.55	1.0434	76452
2634.05	1.341	76529
2634.55	7.3454	76605
2635.05	12.8626	76682
2635.55	18.923	76759
2636.05	27.9168	76836
2636.56	3.4336	76914
2637.11	3.0718	76998
2637.65	13.2874	77081
2638.15	25.5972	77158
2638.65	21.6708	77234
2639.15	23.1494	77309
2639.65	27.822	77385
2640.15	29.3158	77461
2640.67	22.064	77540
2641.22	16.4566	77623
2641.75	17.254	77704
2642.25	19.888	77780
2642.78	26.915	77860
2643.33	29.5072	77943
2643.85	27.7404	78022
2644.35	33.6304	78102
2644.85	33.0206	78184
2645.35	27.0168	78266
2645.85	29.7666	78348
2646.36	26.6482	78432
2646.91	26.7542	78522
2647.45	31.6394	78610
2647.95	14.374	78692
2648.45	21.6054	78774
2648.95	27.2564	78856
2649.45	25.9086	78938
2650	20.1098	79028
2650.55	28.5112	79118
2651.05	21.4412	79200
2651.55	21.47	79282
2652.05	25.096	79365
2652.55	24.9576	79458
2653.05	34.985	79551
2653.55	26.0154	79643
2654.05	26.3854	79736
2654.56	26.4918	79830
2655.11	15.941	79932
2655.65	22.7946	80032
2656.15	28.4304	80125
2656.65	22.5728	80218
2657.15	26.6198	80310
2657.65	29.566	80403
2658.17	34.4692	80500
2658.72	34.0748	80604
2659.25	27.1636	80704
2659.75	26.8168	80799
2660.25	35.7318	80894
2660.75	42.6844	80988
2661.25	45.4746	81083
2661.75	43.9516	81177
2662.26	43.928	81274
2662.81	33.4096	81378
