GISP2 Electrical Conductivity Measurements

REFERENCES: 

Taylor, K.C., R.B. Alley, G.W. Lamorey, and P.A. Mayewski. 1997. Electrical
measurements on the Greenland Ice Sheet Project 2 core. Journal of
Geophysical Research 102:26511-26517.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Chylek, P., B. Johnson, P.A. Damiano, K.C. Taylor, and P. Clement. 1995.
Biomass burning record and black carbon in the GISP2 ice core. Geophysical
Research Letters 22:89-92.

Taylor, K.C., G.W. Lamorey, G.A. Doyle, R.B. Alley, P.M. Grootes, P.A.
Mayewski, J.W.C. White, and L.K. Barlow. 1993. The 'flickering switch' of
late Pleistocene climate change. Nature 361:432-436.

Taylor, K.C., R.B. Alley, R.J. Fiacco, P.M. Grootes, G.W. Lamorey, P.A.
Mayewski, and M.J. Spencer. 1992. Ice core dating and chemistry by direct
current electrical conductivity. Journal of Glaciology 38:325-332.

DATA DESCRIPTION: 

The ECM file ECMage.dat represents 0.5 meter averages of the data in the
b****.dat and d****.dat files.  The GISP2 B core was used for the first
100 meters; the D core thereafter.  All depths are D core depths, ages are
on the Meese/Sowers timescale.  See ECMinfo.txt and depthage.dat for
further information. 

DATA: 

Depth	ECM	Age
Top (m)	microamps	Top (yr BP 1950)
		
1074.02	30.2614	5584.4
1074.74	30.6394	5590.0
1075.53	29.9942	5596.5
1076.25	27.4338	5601.5
1076.92	42.745	5606.2
1077.61	32.7294	5611.1
1078.23	37.3588	5615.7
1078.78	32.3488	5620.0
1079.4	40.7192	5625.2
1080.12	21.5666	5630.6
1080.8	36.3042	5635.7
1081.43	24.0994	5641.3
1082.08	25.9736	5645.7
1082.7	29.641	5650.5
1083.36	26.4508	5655.3
1084.01	32.4152	5660.2
1084.56	30.5072	5664.3
1085.11	41.2734	5668.6
1085.69	37.4484	5673.0
1086.25	29.2954	5677.7
1086.81	25.0704	5682.2
1087.36	21.9194	5687.1
1087.91	22.8006	5691.5
1088.51	23.9386	5696.1
1089.16	17.1864	5701.2
1089.75	22.4198	5706.0
1090.34	33.1142	5710.3
1090.94	27.0144	5715.5
1091.45	26.9824	5719.3
1091.98	22.7638	5723.6
1092.62	28.7254	5728.3
1093.3	31.7602	5734.1
1093.91	37.6534	5738.7
1094.45	34.003	5742.7
1095.36	19.2596	5750.5
1096.81	24.6484	5762.1
1097.87	20.2222	5771.0
1098.46	28.2232	5775.6
1099.22	17.3788	5781.4
1100.07	30.3122	5787.5
1100.84	36.4012	5794.1
1101.54	35.1986	5799.5
1102.16	32.815	5804.3
1102.72	35.868	5808.5
1103.39	33.2008	5813.8
1104.07	21.107	5819.0
1104.7	25.264	5823.1
1105.32	29.2576	5827.6
1105.89	35.1278	5831.9
1106.47	43.196	5836.4
1107.09	51.5188	5841.0
1107.71	36.894	5846.6
1108.25	31.8184	5850.8
1108.94	28.7626	5855.9
1109.86	26.1692	5862.6
1110.64	18.5818	5869.1
1111.22	23.3784	5873.4
1111.78	33.7808	5877.4
1112.38	30.8786	5881.9
1113.02	37.277	5886.6
1113.66	34.613	5891.5
1114.24	42.8958	5895.7
1114.79	32.4118	5899.9
1115.34	20.5056	5903.7
1115.95	29.3516	5908.6
1116.6	26.4842	5913.3
1117.2	31.22	5918.1
1117.75	39.826	5922.5
1118.29	38.9338	5926.5
1118.88	45.423	5930.6
1119.44	31.8848	5935.1
1120.03	26.0618	5939.5
1120.93	24.6602	5946.5
1121.95	28.5068	5954.1
1122.73	34.392	5959.9
1123.37	16.4152	5964.9
1124.03	30.6984	5969.9
1124.69	23.5014	5974.5
1125.28	30.442	5979.0
1125.93	23.8562	5982.9
1126.56	34.4364	5987.7
1127.11	31.484	5992.1
1127.7	35.2218	5996.5
1128.3	32.821	6001.0
1128.89	27.3104	6005.2
1129.46	26.73	6009.9
1130.05	24.532	6014.3
1130.71	27.3052	6019.5
1131.38	31.8062	6024.5
1131.98	27.114	6029.4
1132.53	36.2214	6033.6
1133.1	30.61	6037.5
1133.69	24.8148	6041.7
1134.36	26.811	6047.4
1135.07	25.6164	6052.8
1135.66	43.172	6057.6
1136.21	48.81	6062.0
1136.78	41.9412	6066.2
1137.43	37.5794	6071.3
1138.08	41.0812	6076.5
1138.65	46.323	6081.2
1139.22	44.9336	6085.4
1139.77	33.9916	6089.9
1140.32	39.4046	6094.8
1140.89	47.0642	6099.8
1141.44	42.2752	6104.1
1141.96	41.4964	6108.0
1142.51	31.348	6112.5
1143.1	42.8156	6117.8
1143.7	37.4342	6122.2
1144.27	42.2462	6126.6
1145.69	31.9938	6138.0
1147.32	36.6208	6150.4
1148.05	32.5796	6155.3
1148.64	22.9202	6159.3
1149.43	23.5586	6164.8
1150.26	12.6628	6170.7
1150.97	25.1128	6176.4
1151.55	18.177	6181.3
1152.1	17.7002	6185.7
1152.74	24.2124	6190.8
1153.34	18.8034	6196.1
1153.9	22.3508	6200.7
1154.5	22.1328	6205.3
1155.05	25.3676	6209.4
1155.59	37.3604	6213.7
1156.18	25.1948	6218.3
1156.78	32.4728	6223.1
1157.34	30.548	6228.0
1157.85	22.5108	6232.0
1158.42	27.0228	6236.6
1159.02	30.732	6241.8
1159.55	27.0594	6246.3
1160.05	30.0174	6250.4
1160.58	33.2012	6254.6
1161.16	22.174	6259.3
1161.73	28.8924	6264.0
1162.31	33.3508	6269.2
1163.1	33.6294	6275.2
1163.88	36.2192	6281.4
1164.47	31.0146	6285.7
1165.1	28.4888	6290.6
1165.72	32.2298	6294.7
1166.26	22.9288	6299.2
1166.81	20.6794	6303.3
1167.4	28.495	6308.4
1168.04	31.7498	6313.7
1168.72	35.494	6318.9
1169.34	28.8626	6323.8
1169.93	27.6496	6328.3
1170.56	32.6946	6333.0
1171.24	34.413	6338.6
1171.91	38.3854	6343.7
1172.52	40.1226	6348.2
1173.11	43.8098	6352.8
1173.77	42.879	6357.4
1174.42	32.4944	6362.8
1175	44.309	6367.4
1175.55	40.4308	6371.6
1176.13	45.0412	6376.3
1176.76	40.5164	6380.5
1177.36	40.2816	6384.9
1178.25	30.3654	6391.9
1179.12	37.3514	6399.1
1179.71	37.6906	6404.2
1181.48	21.08	6418.2
1183.22	38.4926	6432.1
1183.75	38.4268	6436.1
1184.28	44.5286	6440.2
1184.88	45.1178	6445.1
1185.45	32.8714	6449.7
1185.98	38.405	6453.9
1186.63	41.4384	6459.3
1187.25	51.921	6464.0
1187.75	39.1474	6467.9
1188.27	43.5838	6471.8
1188.86	31.9716	6476.7
1189.44	26.133	6481.8
1189.96	39.4922	6485.9
1190.53	29.7306	6490.8
1191.12	24.9596	6495.5
1191.7	26.3852	6499.5
1192.29	26.956	6504.0
1192.94	50.8726	6509.0
1193.55	51.7994	6513.5
1194.05	32.4202	6517.7
1194.56	35.9566	6522.0
1195.11	22.6644	6526.4
1195.83	22.4256	6532.3
1196.68	23.6404	6539.1
1197.35	35.9746	6544.4
1198.05	31.3298	6549.5
1198.85	38.2286	6555.8
1199.45	46.2558	6560.2
1200	39.7794	6564.1
1200.58	33.3854	6568.6
1201.23	25.9172	6573.7
1201.86	13.1052	6579.0
1202.41	17.2916	6583.4
1203	28.5258	6588.5
1203.56	28.946	6592.6
1204.11	21.2398	6596.9
1204.67	37.1512	6601.3
1205.22	34.122	6605.5
1205.77	21.6792	6609.6
1206.32	23.8398	6613.8
1206.89	35.9278	6618.5
1207.44	36.808	6622.7
1208.04	31.9456	6627.4
1208.69	27.4658	6632.6
1209.25	26.6084	6637.1
1209.78	25.771	6642.1
1210.42	24.6256	6647.4
1211.17	31.3014	6652.9
1211.84	28.3724	6657.5
1212.41	30.5064	6662.5
1213	31.057	6667.0
1213.58	25.3472	6671.7
1214.13	25.5608	6676.1
1214.67	24.1808	6680.5
1215.22	21.4804	6685.1
1215.75	15.2704	6689.6
1216.25	21.1116	6693.6
1216.78	25.3554	6698.1
1217.33	22.6164	6702.1
1217.88	19.8852	6706.3
1218.43	34.0926	6710.8
1219.28	20.785	6718.5
1220.18	27.9652	6725.6
1220.78	27.206	6730.5
1221.33	25.51	6734.9
1221.85	27.6114	6739.0
1222.35	30.8438	6743.3
1222.89	35.5814	6747.5
1223.49	38.8924	6752.7
1224.09	31.698	6758.0
1224.72	27.4362	6763.0
1225.33	30.2092	6768.5
1225.85	20.5476	6772.6
1226.35	24.3758	6777.2
1226.89	33.3178	6781.3
1227.44	32.9634	6786.0
1227.95	29.0592	6790.3
1228.51	22.1308	6795.2
1229.17	26.9684	6801.2
1229.81	27.1596	6807.1
1230.35	25.4068	6811.8
1230.89	31.9518	6816.0
1231.44	39.5238	6820.3
1231.95	44.993	6824.8
1232.47	32.3616	6829.3
1233.1	24.4718	6833.8
1233.83	25.6374	6840.3
1234.45	32.281	6845.6
1234.95	35.8268	6849.6
1235.45	27.5942	6853.7
1235.98	24.5566	6858.1
1236.65	31.6194	6863.2
1237.37	24.462	6868.9
1238.01	29.2022	6873.7
1238.61	29.2286	6878.3
1239.15	27.007	6882.6
1239.65	33.9572	6887.0
1240.2	26.0294	6891.9
1240.75	21.0158	6896.4
1241.25	25.0364	6900.5
1241.85	25.0498	6905.4
1242.61	20.5118	6911.4
1243.31	27.479	6916.9
1243.88	19.5334	6921.7
1244.43	29.0392	6926.6
1244.95	38.983	6930.8
1245.49	38.9298	6935.0
1246.06	35.4424	6939.7
1246.62	42.0306	6944.4
1247.15	39.9546	6949.0
1247.65	38.9778	6953.2
1248.15	43.3078	6957.6
1248.8	55.6366	6963.4
1249.8	26.3028	6972.0
1250.67	26.7496	6979.8
1251.22	26.4132	6984.0
1251.75	33.9394	6988.5
1252.25	35.0568	6992.7
1252.78	28.3684	6997.5
1253.33	30.6856	7002.2
1253.85	22.6038	7006.8
1254.35	30.5984	7011.0
1254.86	37.288	7015.3
1255.41	40.4402	7019.8
1255.95	39.9056	7024.6
1256.45	38.257	7029.4
1257	29.5594	7034.5
1257.55	27.8728	7038.9
1258.05	25.2698	7042.8
1258.59	24.1894	7047.6
1259.14	27.5772	7052.6
1259.65	30.892	7057.1
1260.16	34.155	7061.6
1260.71	32.686	7066.2
1261.25	34.1804	7070.7
1261.75	33.7572	7074.5
1262.27	29.4528	7078.9
1263.3	28.0524	7088.3
1264.47	29.3552	7098.3
1265.19	31.7956	7104.4
1265.78	36.2368	7109.8
1266.35	37.3502	7114.2
1266.92	35.9152	7118.8
1267.45	42.1312	7123.6
1267.95	28.0054	7127.8
1268.45	33.6456	7132.1
1269	29.5174	7136.7
1269.55	26.2982	7141.1
1270.05	23.9572	7145.5
1270.56	26.6196	7149.9
1271.13	24.8258	7154.8
1271.72	25.249	7159.1
1272.25	36.3794	7163.4
1272.78	34.228	7167.5
1273.33	33.0434	7171.7
1273.85	36.7696	7175.8
1274.4	46.6706	7181.2
1274.95	31.2044	7186.3
1275.45	27.5448	7190.8
1276.01	41.1064	7195.4
1276.83	38.3046	7202.3
1277.62	32.1612	7209.3
1278.15	17.3196	7214.0
1278.65	18.1734	7218.3
1279.15	37.8634	7222.7
1279.65	22.1958	7227.1
1280.16	16.8172	7231.0
1280.74	20.1	7235.8
1281.33	19.9974	7241.4
1281.85	24.6076	7245.7
1282.4	25.8078	7251.2
1283	20.2566	7256.3
1283.55	25.6108	7261.4
1284.05	36.067	7266.0
1284.56	26.2622	7270.3
1285.11	29.0418	7275.2
1285.65	34.4032	7279.7
1286.54	45.0654	7287.3
1287.44	43.4866	7294.5
1287.95	40.4998	7298.6
1288.45	39.433	7302.8
1289	41.884	7307.3
1289.55	33.1718	7312.2
1290.05	31.2644	7316.7
1290.56	31.3788	7321.1
1291.11	37.5472	7326.3
1291.65	39.6836	7331.0
1292.15	40.9384	7335.0
1292.7	44.1614	7339.9
1293.25	39.847	7344.8
1293.8	35.432	7349.4
1294.35	39.1076	7353.7
1294.9	27.1916	7358.5
1295.47	41.6656	7363.4
1296.02	48.6014	7367.7
1296.56	38.1888	7372.1
1297.11	23.3918	7376.4
1297.68	28.3418	7381.7
1298.23	21.3998	7386.0
1298.78	33.901	7391.0
1299.33	28.1136	7395.6
1299.95	38.1458	7400.8
1300.56	46.7504	7406.3
1301.15	33.9674	7411.6
1301.74	28.7412	7416.8
1302.25	31.2266	7421.2
1302.78	37.3176	7425.4
1303.33	43.8976	7430.1
1303.89	41.2338	7434.4
1304.5	44.8474	7439.7
1305.11	42.7706	7444.6
1305.65	40.2478	7449.4
1306.15	36.8204	7453.4
1306.7	34.9246	7457.8
1307.25	29.7168	7462.8
1307.75	30.6194	7467.4
1308.25	39.4148	7471.8
1308.78	45.9004	7476.6
1309.33	32.4774	7481.4
1309.85	27.4378	7485.6
1310.35	17.4526	7490.0
1310.85	26.6388	7494.3
1311.35	26.247	7499.0
1311.87	25.3422	7503.3
1312.42	32.7866	7507.5
1313	23.774	7512.9
1313.55	35.869	7517.9
1314.05	24.1162	7522.3
1314.56	29.823	7526.9
1315.11	37.5618	7531.7
1315.65	32.0402	7537.2
1316.15	23.332	7541.3
1316.65	25.9264	7545.5
1317.15	33.3978	7549.8
1317.69	26.8798	7554.2
1318.24	29.4544	7558.6
1318.78	32.3798	7562.9
1319.33	38.674	7567.8
1319.85	37.427	7571.8
1320.35	41.278	7576.1
1320.85	38.2156	7580.4
1321.35	63.8024	7584.9
1321.85	40.906	7589.0
1322.35	42.0222	7593.4
1322.99	40.0952	7598.6
1323.69	35.119	7604.5
1324.25	32.5774	7609.2
1324.75	35.0756	7613.3
1325.25	26.8056	7618.3
1325.77	81.608	7622.9
1326.32	30.6062	7628.0
1326.85	33.255	7633.4
1327.35	32.0628	7637.7
1327.85	33.3342	7641.8
1328.35	28.3144	7645.8
1328.89	33.955	7650.6
1329.44	41.0736	7655.4
1329.95	39.0982	7659.5
1330.45	38.3262	7664.0
1330.97	34.9464	7668.7
1331.52	36.7264	7674.3
1332.05	41.2306	7678.6
1332.55	32.2856	7683.0
1333.05	36.4696	7687.1
1333.55	30.7622	7691.3
1334.05	27.9612	7695.1
1334.56	40.9274	7699.5
1335.11	35.2958	7703.8
1335.73	36.108	7709.4
1336.36	38.9396	7715.2
1337.03	49.5706	7721.7
1337.65	52.1248	7727.5
1338.15	48.1808	7731.7
1338.67	44.6288	7736.3
1339.22	46.314	7741.0
1339.75	36.0616	7745.6
1340.27	57.3034	7750.3
1340.82	42.1942	7755.0
1341.35	46.17	7759.5
1341.85	51.531	7763.5
1342.4	44.9104	7768.5
1342.95	34.0186	7772.8
1343.46	38.2488	7777.5
1344.01	48.0976	7782.1
1344.55	55.9576	7786.5
1345.05	52.7966	7791.2
1345.55	57.1808	7795.5
1346.05	46.777	7799.7
1346.55	56.7666	7803.5
1347.05	37.832	7807.8
1347.55	26.2318	7812.4
1348.1	40.4432	7816.6
1348.65	49.1716	7821.2
1349.15	51.3036	7825.8
1349.67	30.4194	7830.2
1350.22	31.9636	7835.0
1350.75	31.6818	7839.5
1351.25	19.6706	7844.0
1351.75	22.9986	7849.0
1352.25	25.0336	7853.4
1352.78	35.128	7857.4
1353.33	34.153	7862.2
1353.85	42.876	7867.3
1354.35	40.8198	7871.9
1354.85	33.6196	7876.0
1355.35	38.689	7880.4
1355.85	40.2198	7884.8
1356.35	40.4944	7889.1
1356.89	29.5724	7894.6
1357.44	39.2514	7899.2
1357.95	25.7488	7903.4
1358.45	35.4022	7908.5
1358.95	48.3552	7912.7
1359.45	35.0242	7916.9
1359.95	26.44	7921.7
1360.45	32.3528	7925.9
1361	32.2476	7930.6
1361.55	25.4004	7935.3
1362.05	39.1046	7940.1
1362.55	50.242	7945.0
1363.05	43.9886	7950.0
1363.55	35.4496	7954.5
1364.05	35.9688	7959.2
1364.56	61.7472	7963.9
1365.11	39.065	7968.5
1365.65	36.882	7973.2
1366.15	37.5724	7978.0
1366.67	43.1592	7982.4
1367.22	47.8918	7987.2
1367.75	39.257	7991.2
1368.25	47.3194	7995.5
1368.78	47.0898	8000.3
1369.33	44.4848	8005.4
1369.85	35.0564	8010.2
1370.5	37.6234	8016.3
1371.25	31.9346	8022.8
1371.85	38.563	8028.9
1372.35	28.3388	8033.8
1372.95	31.071	8039.0
1373.55	34.3536	8044.3
1374.05	39.7456	8049.1
1374.55	36.945	8052.5
1375.05	29.823	8056.9
1375.55	35.951	8061.3
1376.05	44.227	8066.4
1376.56	33.9592	8071.5
1377.11	35.4862	8076.5
1377.65	29.6714	8081.8
1378.15	26.931	8086.5
1378.67	30.0582	8089.7
1379.22	38.4806	8093.8
1379.75	28.2862	8098.0
1380.25	30.2566	8102.4
1380.75	39.8	8107.2
1381.25	35.139	8111.8
1381.75	38.1104	8116.4
1382.25	37.1728	8120.6
1382.75	34.0904	8125.1
1383.25	40.5986	8129.0
1383.75	31.5148	8133.6
1384.25	41.1264	8138.6
1384.78	31.5382	8144.6
1385.33	33.1804	8150.5
1385.85	32.2664	8155.8
1386.35	26.3404	8160.7
1386.85	39.2392	8165.0
1387.35	44.7948	8169.8
1387.85	34.1882	8173.9
1388.35	37.9028	8179.0
1388.89	30.0878	8184.5
1389.44	21.658	8191.3
1389.95	21.6434	8196.3
1390.45	30.7846	8201.5
1390.95	25.1754	8205.8
1391.45	21.096	8210.5
1391.95	16.8568	8214.9
1392.45	31.2706	8219.7
1392.95	39.5688	8224.8
1393.45	39.5554	8229.4
1393.95	33.6668	8234.7
1394.45	26.3766	8240.1
1396	24.7014	8256.0
1397.55	20.506	8271.5
1398.05	27.3452	8277.2
1398.76	32.0894	8284.3
1400.31	44.4438	8298.6
1401.65	37.6348	8309.7
1402.15	34.0456	8314.4
1402.65	38.5612	8318.7
1403.15	29.3966	8322.9
1403.65	25.6802	8327.7
1404.15	29.3772	8331.6
1404.65	27.8408	8337.1
1405.15	49.5866	8342.2
1405.65	40.4768	8346.3
1406.18	24.1706	8352.0
1406.73	29.2792	8357.9
1407.25	20.3706	8362.9
1407.75	28.2288	8367.9
1408.25	20.2842	8372.6
1408.75	29.3534	8376.7
1409.25	38.3084	8382.3
1409.75	29.6462	8386.8
1410.25	29.0228	8392.0
1410.78	30.7492	8396.8
1411.33	30.2012	8400.8
1411.85	23.0614	8406.2
1412.35	34.51	8409.8
1412.89	38.6212	8416.5
1413.44	61.7594	8422.0
1413.95	38.181	8427.3
1414.45	38.3892	8431.2
1414.95	43.3116	8435.3
1415.45	37.8316	8440.3
1415.95	43.5456	8444.1
1416.45	39.8916	8449.4
1417	40.2896	8455.5
1417.55	37.897	8460.8
1418.05	36.7404	8465.8
1418.55	36.2356	8470.8
1419.05	28.0022	8475.8
1419.55	39.0234	8481.1
1420.05	41.2992	8484.9
1420.56	38.4534	8490.3
1421.11	38.5156	8495.8
1421.65	44.5504	8501.3
1422.15	39.462	8505.9
1422.65	35.7538	8511.5
1423.15	37.1856	8515.6
1423.65	37.6478	8520.4
1424.15	37.63	8525.3
1424.65	39.9872	8530.0
1425.15	42.9582	8535.0
1425.65	48.0244	8539.8
1426.15	47.9462	8545.0
1426.68	42.8726	8550.4
1427.23	31.4322	8555.7
1427.75	50.7288	8560.5
1428.25	37.5598	8564.6
1428.75	34.1108	8568.8
1429.25	35.6872	8573.8
1429.75	37.3132	8577.5
1430.25	32.1788	8581.3
1430.77	38.8396	8586.6
1431.32	37.4112	8592.0
1431.85	35.6868	8597.1
1432.35	39.7342	8602.1
1432.85	33.1802	8606.3
1433.35	29.1078	8610.8
1433.85	38.8704	8615.9
1434.35	30.6154	8620.4
1434.85	31.688	8625.1
1435.35	26.042	8630.3
1435.85	26.9072	8634.9
1436.38	29.1658	8639.4
1436.93	37.1084	8644.1
1437.45	34.4828	8649.4
1437.95	43.791	8654.2
1438.45	40.6378	8658.7
1438.95	41.2698	8662.9
1439.45	54.3976	8667.6
1439.95	34.738	8672.7
1440.45	30.3342	8677.4
1440.95	38.9228	8682.5
1441.49	37.7536	8687.4
1442.04	37.3656	8694.2
1442.56	38.3396	8699.5
1443.11	29.4446	8704.9
1443.65	33.772	8709.9
1444.15	41.0384	8714.4
1444.65	70.1668	8718.3
1445.15	35.6454	8723.8
1445.65	29.0342	8727.9
1446.15	44.316	8733.2
1446.65	46.4984	8737.6
1447.15	35.8812	8742.5
1447.65	29.858	8746.8
1448.15	33.4294	8751.8
1448.67	40.0048	8756.3
1449.22	41.2746	8760.9
1449.78	40.8214	8766.0
1450.33	35.5532	8771.4
1450.85	42.9442	8776.4
1451.35	40.9042	8781.2
1451.85	42.1282	8785.9
1452.35	28.021	8792.3
1452.85	40.9048	8796.6
1453.35	45.1074	8801.6
1453.85	47.3634	8806.7
1454.35	42.9034	8811.8
1454.89	35.405	8817.6
1455.44	30.8772	8822.8
1455.95	41.4724	8828.3
1456.45	50.3658	8833.7
1456.95	36.6586	8839.3
1457.45	39.4198	8844.0
1457.95	33.7832	8849.6
1458.45	38.721	8854.5
1458.95	40.0078	8858.8
1459.46	41.689	8863.8
1460.01	35.9932	8869.5
1460.55	38.142	8875.0
1461.05	41.9376	8880.0
1461.55	39.8026	8884.8
1462.05	39.5392	8889.1
1462.55	38.1536	8893.9
1463.05	39.1386	8898.4
1463.55	45.394	8902.7
1464.05	37.2202	8908.3
1464.56	40.0742	8913.3
1465.11	44.3234	8918.5
1465.65	37.7366	8923.3
1466.15	34.9974	8928.1
1466.67	41.6074	8933.1
1467.22	41.3752	8938.4
1467.75	38.909	8944.2
1468.25	26.6248	8949.1
1468.75	27.9496	8954.2
1469.25	27.5866	8959.7
1469.75	28.5542	8964.5
1470.25	31.4846	8968.9
1470.75	38.469	8974.2
1471.25	39.9622	8979.4
1471.75	37.8794	8984.5
1472.25	44.07	8989.4
1472.78	42.3886	8994.3
1473.33	48.7898	9000.3
1473.85	47.7704	9005.3
1474.35	52.196	9010.4
1474.85	45.0006	9015.8
1475.35	43.2484	9020.5
1475.85	39.9188	9025.9
1476.35	41.9364	9031.3
1476.89	48.2548	9036.9
1477.44	61.1954	9042.3
1477.95	45.3966	9048.1
1478.45	35.1788	9051.9
1478.95	48.9312	9055.7
1479.45	47.37	9060.8
1479.95	54.9288	9066.1
1480.45	58.8968	9071.0
1481	29.9102	9076.3
1481.55	31.6512	9081.9
1482.05	30.6972	9086.7
1482.55	38.7358	9090.7
1483.05	31.0834	9095.6
1483.55	31.5204	9100.2
1484.05	40.0066	9105.5
1484.55	34.2852	9110.1
1485.05	51.3506	9114.7
1485.55	41.471	9119.3
1486.05	47.688	9124.2
1486.56	45.7236	9129.0
1487.11	42.6628	9135.1
1487.65	39.1584	9140.5
1488.15	39.6724	9145.5
1488.65	45.6392	9151.2
1489.15	39.7584	9157.0
1489.65	42.949	9161.9
1490.15	72.9108	9166.4
1490.67	48.73	9170.6
1491.22	42.1732	9175.9
1491.75	42.0338	9180.7
1492.25	38.008	9186.5
1492.75	35.424	9191.7
1493.25	33.5714	9196.5
1493.75	38.9518	9202.0
1494.25	35.796	9207.5
1494.75	45.8558	9213.1
1495.25	43.5152	9218.5
1495.75	40.9456	9223.8
1496.27	42.341	9229.8
1496.82	44.615	9235.8
1497.35	32.4436	9240.8
1497.85	31.3448	9246.4
1498.35	30.7924	9251.4
1498.85	41.0304	9256.8
1499.35	40.8012	9261.5
1499.89	55.5472	9267.4
1500.44	54.9196	9273.1
1500.95	52.1214	9279.0
1501.57	49.9156	9285.3
1502.37	61.265	9294.8
1504.05	51.035	9313.2
1505.55	44.7698	9326.9
1506.05	53.6358	9332.4
1506.55	50.8854	9337.3
1507.05	48.534	9342.9
1507.55	44.134	9348.8
1508.05	54.0346	9354.3
1508.56	50.2748	9359.1
1509.11	56.7872	9365.1
1509.65	50.818	9370.1
1510.15	36.2532	9375.6
1510.65	41.1808	9381.8
1511.15	58.5496	9387.3
1511.65	48.3056	9392.8
1512.15	35.9246	9398.1
1512.65	40.1556	9403.3
1513.15	52.5922	9408.7
1513.65	52.895	9414.3
1514.15	46.1778	9419.2
1514.68	47.0584	9425.1
1515.23	54.953	9430.5
1515.75	53.069	9436.0
1516.25	57.7562	9441.5
1516.75	58.8826	9446.5
1517.25	64.9978	9451.5
1517.75	66.1318	9456.6
1518.26	63.0348	9462.3
1518.81	54.1116	9468.5
1519.35	68.5254	9474.5
1519.85	69.9424	9479.4
1520.35	63.8884	9485.6
1520.85	63.918	9491.4
1521.35	59.599	9497.3
1521.85	49.903	9502.7
1522.35	44.5674	9508.4
1522.85	47.3488	9515.4
1523.35	55.3674	9521.1
1523.85	46.7562	9526.8
1524.35	48.3502	9531.9
1524.89	47.6684	9538.6
1525.44	43.482	9544.7
1525.95	41.9886	9550.0
1526.45	42.3354	9555.5
1526.95	47.1124	9561.6
1527.45	51.3092	9567.2
1527.95	46.6214	9573.2
1528.45	47.1094	9578.1
1528.95	46.2566	9583.6
1529.45	46.7512	9589.1
1529.95	46.226	9595.3
1530.45	46.9596	9600.8
1531	48.3806	9608.0
1531.55	44.1224	9614.3
1532.05	47.0048	9619.9
1532.55	52.9934	9625.4
1533.05	45.3458	9631.8
1533.55	52.4028	9637.6
1534.05	51.5736	9643.7
1534.56	50.3762	9649.5
1535.11	46.6122	9654.9
1535.65	48.9982	9660.7
1536.15	48.9246	9666.6
1536.65	47.3928	9672.3
1537.15	37.165	9678.0
1537.65	43.3798	9685.0
1538.15	38.8442	9692.0
1538.65	43.6496	9697.9
1539.15	51.1348	9704.1
1539.67	53.062	9709.6
1540.22	53.0786	9715.3
1540.75	55.508	9721.6
1541.25	58.9418	9727.0
1541.75	61.5992	9732.9
1542.25	58.8508	9739.0
1542.75	47.8828	9745.5
1543.25	48.309	9750.6
1543.75	45.089	9756.7
1544.25	46.3356	9762.1
1544.78	43.0508	9768.0
1545.33	44.8874	9775.2
1545.85	44.8526	9781.4
1546.35	41.7782	9787.3
1546.85	50.4756	9792.6
1547.35	49.6172	9799.0
1547.85	55.769	9805.2
1548.35	52.2346	9811.1
1548.89	51.6708	9816.7
1549.44	59.5452	9823.1
1550	55.6016	9828.7
1550.55	57.2214	9835.4
1551.05	53.7914	9841.2
1551.55	48.5022	9847.0
1552.05	52.3266	9852.6
1552.55	56.3746	9857.9
1553.05	55.6258	9862.9
1553.55	48.5072	9869.0
1554.05	55.8336	9874.7
1554.56	51.9796	9881.4
1555.11	48.7274	9887.8
1555.65	50.1016	9894.6
1556.15	56.343	9900.5
1556.65	44.1544	9905.6
1557.15	47.8056	9910.4
1557.65	49.8944	9916.3
1558.15	56.893	9922.1
1558.65	59.779	9929.1
1559.15	61.149	9934.9
1559.65	62.2678	9940.4
1560.18	64.8826	9947.7
1560.73	59.135	9954.0
1561.25	43.8908	9959.9
1561.75	46.9062	9965.7
1562.25	44.8852	9971.0
1562.75	48.0544	9975.8
1563.25	46.758	9981.6
1563.75	56.703	9987.7
1564.25	49.5796	9993.1
1564.78	45.676	9999.4
1565.33	27.0206	10006
1565.85	23.8744	10012
1566.35	30.1668	10019
1566.85	38.212	10025
1567.35	50.5522	10030
1567.85	38.9114	10037
1568.38	39.33	10042
1568.93	52.906	10049
1569.45	50.6476	10054
1569.95	50.9648	10061
1570.45	52.1548	10067
1570.95	46.1804	10073
1571.45	43.7368	10078
1571.95	44.9254	10084
1572.45	43.7678	10090
1572.95	41.5522	10096
1573.45	38.4816	10103
1573.95	39.8752	10109
1574.45	43.1352	10115
1575	49.422	10122
1575.55	55.275	10129
1576.05	43.2182	10135
1576.55	46.9846	10142
1577.05	45.5108	10149
1577.55	49.1246	10155
1578.05	53.9984	10161
1578.55	47.628	10169
1579.05	59.6266	10175
1579.55	50.697	10181
1580.05	39.273	10188
1580.56	51.0594	10195
1581.11	45.0348	10202
1581.65	44.3858	10210
1582.15	45.8282	10216
1582.65	40.4136	10222
1583.15	42.6818	10228
1583.65	41.0094	10234
1584.15	38.892	10240
1584.65	39.0354	10246
