depth,ecm2
1796.85,0.0028
1797.4,0.0023
1797.95,0.0025
1798.5,0.0019
1799.05,0.0021
1799.6,0.0024
1800.15,0.0024
1800.7,0.0026
1801.25,0.0041
1801.8,0.0038
1802.35,0.0037
1802.9,0.0114
1803.45,0.0097
1804.0,0.0062
1804.55,0.0027
1805.1,0.0024
1805.65,0.0023
1806.2,0.0022
1806.75,0.0022
1807.3,0.0018
1807.85,0.0013
1808.4,0.0018
1808.95,0.0014
1809.5,0.0016
1810.05,0.0016
1810.6,0.0015
1811.15,0.0024
1811.7,0.0026
1812.25,0.0023
1812.8,0.0016
1813.35,0.0018
1813.9,0.0014
1814.45,0.0016
1815.0,0.0017
1815.55,0.0025
1816.1,0.0024
1816.65,0.0022
1817.2,0.0033
1817.75,0.003
1818.3,0.0025
1818.85,0.0027
1819.4,0.0027
1819.95,0.0017
1820.5,0.0011
1821.05,0.0018
1821.6,0.0017
1822.15,0.0018
1822.7,0.0017
1823.25,0.0015
1823.8,0.0021
1824.35,0.0019
1824.9,0.002
1825.45,0.0069
1826.0,0.0046
1826.55,0.0045
1827.1,0.0037
1827.65,0.0042
1828.2,0.0033
1828.75,0.0025
1829.3,0.0028
1829.85,0.0023
1830.4,0.0024
1830.95,0.0026
1831.5,0.0022
1832.05,0.0012
1832.6,0.002
1833.15,0.0022
1833.7,0.0017
1834.25,0.0018
1834.8,0.0021
1835.35,0.0024
1835.9,0.0023
1836.45,0.0019
1837.0,0.002
1837.55,0.0019
1838.1,0.0023
1838.65,0.0025
1839.2,0.0019
1839.75,0.0018
1840.3,0.0021
1840.85,0.0021
1841.4,0.0026
1841.95,0.002
1842.5,0.003
1843.05,0.0034
1843.6,0.002
1844.15,0.0021
1844.7,0.0024
1845.25,0.002
1845.8,0.0019
1846.35,0.0019
1846.9,0.0019
1847.45,0.002
1848.0,0.0022
1848.55,0.0018
1849.1,0.0019
1849.65,0.002
1850.2,0.0019
1850.75,0.0018
1851.3,0.0018
1851.85,0.0022
1852.4,0.002
1852.95,0.0018
1853.5,0.0022
1854.05,0.0021
1854.6,0.0018
1855.15,0.0017
1855.7,0.0022
1856.25,0.002
1856.8,0.0019
1857.35,0.0016
1857.9,0.0015
1858.45,0.0023
1859.0,0.002
1859.55,0.0015
1860.1,0.0019
1860.65,0.0016
1861.2,0.0015
1861.75,0.0025
1862.3,0.0026
1862.85,0.0025
1863.4,0.002
1863.95,0.0018
1864.5,0.0019
1865.05,0.0021
1865.6,0.0018
1866.15,0.0025
1866.7,0.0021
1867.25,0.0095
1867.8,0.0019
1868.35,0.0018
1868.9,0.0036
1869.45,0.0021
1870.0,0.0021
1870.55,0.0024
1871.1,0.0019
1871.65,0.0022
1872.2,0.0018
1872.75,0.0018
1873.3,0.0019
1873.85,0.0023
1874.4,0.0022
1874.95,0.0018
1875.5,0.0017
1876.05,0.0015
1876.6,0.002
1877.15,0.0018
1877.7,0.0022
1878.25,0.0017
1878.8,0.0018
1879.35,0.0015
1879.9,0.0016
1880.45,0.0018
1881.0,0.0013
1881.55,0.0142
1882.1,0.311
1882.65,0.0019
1883.2,0.002
1883.75,0.0023
1884.3,0.0016
1884.85,0.0017
1885.4,0.002
1885.95,0.0016
1886.5,0.0016
1887.05,0.0018
1887.6,0.0017
1888.15,0.0016
1888.7,0.0015
1889.25,0.0015
1889.8,0.0016
1890.35,0.0015
1890.9,0.0022
1891.45,0.0024
1892.0,0.0025
1892.55,0.0018
1893.1,0.0017
1893.65,0.0019
1894.2,0.0022
1894.75,0.0025
1895.3,0.0019
1895.85,0.0022
1896.4,0.0019
1896.95,0.0021
1897.5,0.002
1898.05,0.0023
1898.6,0.0022
1899.15,0.0018
1899.7,0.0022
1900.25,0.002
1900.8,0.0019
1901.35,0.0022
1901.9,0.0017
1902.45,0.0016
1903.0,0.0028
1903.55,0.0025
1904.1,0.0021
1904.65,0.0021
1905.2,0.0023
1905.75,0.0022
1906.3,0.0082
1906.85,0.0078
1907.4,0.0072
1907.95,0.0024
1908.5,0.0021
1909.05,0.002
1909.6,0.0019
1910.15,0.0019
1910.7,0.0015
1911.25,0.0017
1911.8,0.0013
1912.35,0.0016
1912.9,0.0017
1913.45,0.0014
1914.0,0.0016
1914.55,0.0021
1915.1,0.0018
1915.65,0.0015
1916.2,0.002
1916.75,0.0023
1917.3,0.0021
1917.85,0.0021
1918.4,0.0016
1918.95,0.0018
1919.5,0.0022
1920.05,0.0018
1920.6,0.0016
1921.15,0.0019
1921.7,0.0019
1922.25,0.0016
1922.8,0.0022
1923.35,0.0018
1923.9,0.0024
1924.45,0.0021
1925.0,0.002
1925.55,0.0019
1926.1,0.0038
1926.65,0.002
1927.2,0.0014
1927.75,0.0019
1928.3,0.0019
1928.85,0.0018
1929.4,0.0019
1929.95,0.002
1930.5,0.0016
1931.05,0.003
1931.6,0.0032
1932.15,0.0026
1932.7,0.0022
1933.25,0.0021
1933.8,0.0016
1934.35,0.0019
1934.9,0.0017
1935.45,0.0017
1936.0,0.0021
1936.55,0.002
1937.1,0.002
1937.65,0.0032
1938.2,0.0026
1938.75,0.0031
1939.3,0.0022
1939.85,0.002
1940.4,0.0019
1940.95,0.0019
1941.5,0.0021
1942.05,0.002
1942.6,0.0018
1943.15,0.0021
1943.7,0.0023
1944.25,0.0018
1944.8,0.0019
1945.35,0.002
1945.9,0.0015
1946.45,0.0018
1947.0,0.0018
1947.55,0.002
1948.1,0.0018
1948.65,0.0021
1949.2,0.0022
1949.75,0.0022
1950.3,0.0022
1950.85,0.0018
1951.4,0.0019
1951.95,0.0019
1952.5,0.0014
1953.05,0.002
1953.6,0.0021
1954.15,0.0017
1954.7,0.0017
1955.25,0.0014
1955.8,0.0015
1956.35,0.0017
1956.9,0.0016
1957.45,0.0012
1958.0,0.0015
1958.55,0.0013
1959.1,0.0011
1959.65,0.0016
1960.2,0.0017
1960.75,0.0013
1961.3,0.0011
1961.85,0.0012
1962.4,0.0009
1962.95,0.0015
1963.5,0.0014
1964.05,0.0012
1964.6,0.0017
1965.15,0.002
1965.7,0.0016
1966.25,0.0023
1966.8,0.0021
1967.35,0.0024
1967.9,0.0024
1968.45,0.002
1969.0,0.0015
1969.55,0.0022
1970.1,0.002
1970.65,0.0021
1971.2,0.0019
1971.75,0.002
1972.3,0.0017
1972.85,0.0823
1973.4,0.0014
1973.95,0.0017
1974.5,0.0013
1975.05,0.0012
1975.6,0.0016
1976.15,0.0015
1976.7,0.0016
1977.25,0.0021
1977.8,0.0021
1978.35,0.0017
1978.9,0.0014
1979.45,0.0014
1980.0,0.0014
1980.55,0.0012
1981.1,0.001
1981.65,0.0012
1982.2,0.0016
1982.75,0.003
1983.3,0.0028
1983.85,0.0024
1984.4,0.0016
1984.95,0.002
1985.5,0.0017
1986.05,0.0019
1986.6,0.0016
1987.15,0.0017
1987.7,0.0012
1988.25,0.0013
1988.8,0.0011
1989.35,0.0014
1989.9,0.0013
1990.45,0.0013
1991.0,0.0027
1991.55,0.0022
1992.1,0.0023
1992.65,0.002
1993.2,0.0017
1993.75,0.0015
1994.3,0.0019
1994.85,0.0023
1995.4,0.0019
1995.95,0.0021
1996.5,0.0023
1997.05,0.0018
1997.6,0.002
1998.15,0.0022
1998.7,0.0022
1999.25,0.0019
1999.8,0.003
2000.35,0.0023
2000.9,0.2364
2001.45,0.0024
2002.0,0.0024
2002.55,0.0023
2003.1,0.0019
2003.65,0.0019
2004.2,0.0019
2004.75,0.0019
2005.3,0.0016
2005.85,0.002
2006.4,0.0018
2006.95,0.0015
2007.5,0.0018
2008.05,0.0022
2008.6,0.0019
2009.15,0.0028
2009.7,0.0029
2010.25,0.0023
2010.8,0.002
2011.35,0.0024
2011.9,0.0021
2012.45,0.0015
2013.0,0.0016
2013.55,0.002
2014.1,0.002
2014.65,0.0018
2015.2,0.0033
2015.75,0.0028
2016.3,0.0026
2016.85,0.0023
2017.4,0.0025
2017.95,0.0031
2018.5,0.0204
2019.05,0.0075
2019.6,0.0038
2020.15,0.0222
2020.7,0.0042
2021.25,0.0057
2021.8,0.0144
2022.35,0.0098
2022.9,0.5887
2023.45,0.0066
2024.0,0.04
2024.55,0.1349
2025.1,0.0064
2025.65,0.0025
2026.2,0.0015
2026.75,0.0016
2027.3,0.0016
2027.85,0.0022
2028.4,0.0021
2028.95,0.0016
2029.5,0.0026
2030.05,0.0024
2030.6,0.0016
2031.15,0.0019
2031.7,0.0017
2032.25,0.0016
2032.8,0.0013
2033.35,0.0015
2033.9,0.0018
2034.45,0.0014
2035.0,0.0022
2035.55,0.0017
2036.1,0.0023
2036.65,0.002
2037.2,0.0016
2037.75,0.0022
2038.3,0.0023
2038.85,0.0028
2039.4,0.0032
2039.95,0.0038
2040.5,0.003
2041.05,0.0033
2041.6,0.0033
2042.15,0.0028
2042.7,0.0039
2043.25,0.9236
2043.8,0.0047
2044.35,0.0039
2044.9,0.003
2045.45,0.002
2046.0,0.0017
2046.55,0.0015
2047.1,0.0015
2047.65,0.0019
2048.2,0.0019
2048.75,0.0019
2049.3,0.0025
2049.85,0.002
2050.4,0.0023
2050.95,0.0026
2051.5,0.002
2052.05,0.0023
2052.6,0.002
2053.15,0.0025
2053.7,0.0023
2054.25,0.0021
2054.8,0.0019
2055.35,0.0016
2055.9,0.0705
2056.45,0.0019
2057.0,0.0016
2057.55,0.0015
2058.1,0.0018
2058.65,0.0017
2059.2,0.0017
2059.75,0.0014
2060.3,0.0014
2060.85,0.0018
2061.4,0.002
2061.95,0.0021
2062.5,0.0018
2063.05,0.0015
2063.6,0.0018
2064.15,0.0017
2064.7,0.0014
2065.25,0.0018
2065.8,0.0018
2066.35,0.0016
2066.9,0.0012
2067.45,0.0014
2068.0,0.003
2068.55,0.0019
2069.1,0.0018
2069.65,0.0024
2070.2,0.0017
2070.75,0.0014
2071.3,0.002
2071.85,0.0015
2072.4,0.0011
2072.95,0.0023
2073.5,0.0021
2074.05,0.0013
2074.6,0.0012
2075.15,0.0013
2075.7,0.0014
2076.25,0.0009
2076.8,0.0009
2077.35,0.0008
2077.9,0.0009
2078.45,0.001
2079.0,0.001
2079.55,0.0013
2080.1,0.0019
2080.65,0.0011
2081.2,0.001
2081.75,0.001
2082.3,0.0016
2082.85,0.0017
2083.4,0.0019
2083.95,0.0011
2084.5,0.0012
2085.05,0.001
2085.6,0.0012
2086.15,0.0013
2086.7,0.0012
2087.25,0.0021
2087.8,0.0549
2088.35,0.0025
2088.9,0.002
2089.45,0.0027
2090.0,0.002
2090.55,0.0021
2091.1,0.0025
2091.65,0.0464
2092.2,0.0947
2092.75,0.0053
2093.3,0.003
2093.85,0.1064
2094.4,0.2653
2094.95,0.0351
2095.5,0.0031
2096.05,0.1232
2096.6,0.138
2097.15,0.0227
2097.7,0.0826
2098.25,0.0817
2098.8,0.0011
2099.35,0.001
2099.9,0.0008
2100.45,0.0008
2101.0,0.0008
2101.55,0.0011
2102.1,0.0013
2102.65,0.0009
2103.2,0.0026
2103.75,0.0024
2104.3,0.002
2104.85,0.0018
2105.4,0.0019
2105.95,0.0015
2106.5,0.0015
2107.05,0.0015
2107.6,0.001
2108.15,0.0018
2108.7,0.0026
2109.25,0.0017
2109.8,0.002
2110.35,0.0033
2110.9,0.0036
2111.45,0.0031
2112.0,0.0333
2112.55,0.0596
2113.1,0.0475
2113.65,0.0073
2114.2,0.0062
2114.75,0.0051
2115.3,0.0444
2115.85,0.1906
2116.4,0.017
2116.95,0.4879
2117.5,0.005
2118.05,0.004
2118.6,0.0028
2119.15,0.0022
2119.7,0.0018
2120.25,0.0019
2120.8,0.0018
2121.35,0.0013
2121.9,0.0012
2122.45,0.0009
2123.0,0.0013
2123.55,0.0011
2124.1,0.0011
2124.65,0.0021
2125.2,0.0826
2125.75,0.0019
2126.3,0.0018
2126.85,0.0016
2127.4,0.0022
2127.95,0.0023
2128.5,0.0026
2129.05,0.0023
2129.6,0.0021
2130.15,0.0021
2130.7,0.0018
2131.25,0.0195
2131.8,0.0374
2132.35,0.3693
2132.9,0.0404
2133.45,0.9679
2134.0,0.0562
2134.55,0.1873
2135.1,0.0877
2135.65,0.228
2136.2,0.0033
2136.75,0.0028
2137.3,0.0026
2137.85,0.0274
2138.4,0.2309
2138.95,0.0125
2139.5,0.0199
2140.05,0.2591
2140.6,0.4603
2141.15,0.0924
2141.7,0.004
2142.25,0.0886
2142.8,0.0181
2143.35,0.067
2143.9,0.1004
2144.45,0.1771
2145.0,0.0357
2145.55,0.2347
2146.1,0.0575
2146.65,0.0874
2147.2,0.0169
2147.75,0.0076
2148.3,0.004
2148.85,0.0024
2149.4,0.0025
2149.95,0.0025
2150.5,0.0029
2151.05,0.0027
2151.6,0.0021
2152.15,0.002
2152.7,0.0023
2153.25,0.0018
2153.8,0.0023
2154.35,0.0019
2154.9,0.0021
2155.45,0.0022
2156.0,0.0019
2156.55,0.0013
2157.1,0.0013
2157.65,0.0015
2158.2,0.0019
2158.75,0.0015
2159.3,0.0014
2159.85,0.0016
2160.4,0.0018
2160.95,0.0015
2161.5,0.0014
2162.05,0.0017
2162.6,0.0017
2163.15,0.0023
2163.7,0.0029
2164.25,0.0465
2164.8,0.0101
2165.35,0.0038
2165.9,0.0066
2166.45,0.0054
2167.0,0.2158
2167.55,0.0031
2168.1,0.0017
2168.65,0.0021
2169.2,0.0018
2169.75,0.004
2170.3,0.003
2170.85,0.0086
2171.4,0.1741
2171.95,0.8779
2172.5,0.1107
2173.05,0.1604
2173.6,0.3556
2174.15,0.5266
2174.7,0.665
2175.25,0.2349
2175.8,0.352
2176.35,0.2907
2176.9,0.0322
2177.45,0.1878
2178.0,0.0959
2178.55,0.0786
2179.1,0.104
2179.65,0.4112
2180.2,0.2905
2180.75,0.3802
2181.3,0.1819
2181.85,0.2721
2182.4,0.1779
2182.95,0.0742
2183.5,0.1874
2184.05,0.0646
2184.6,0.5955
2185.15,0.4383
2185.7,0.2381
2186.25,1.039
2186.8,0.182
2187.35,0.1874
2187.9,0.0527
2188.45,0.182
2189.0,0.2654
2189.55,0.5243
2190.1,0.4279
2190.65,0.4685
2191.2,0.2814
2191.75,0.0755
2192.3,0.1281
2192.85,0.7975
2193.4,0.7647
2193.95,0.2462
2194.5,0.1235
2195.05,0.2015
2195.6,0.1861
2196.15,0.5516
2196.7,0.2384
2197.25,0.3144
2197.8,1.6698
2198.35,0.3334
2198.9,0.0759
2199.45,0.0263
2200.0,0.0049
2200.55,0.0019
2201.1,0.0015
2201.65,0.0022
2202.2,0.0023
2202.75,0.002
2203.3,0.0023
2203.85,0.0017
2204.4,0.0016
2204.95,0.0011
2205.5,0.0012
2206.05,0.0014
2206.6,0.0017
2207.15,0.0016
2207.7,0.0022
2208.25,0.0019
2208.8,0.0021
2209.35,0.0019
2209.9,0.0019
2210.45,0.0019
2211.0,0.0014
2211.55,0.0013
2212.1,0.002
2212.65,0.0021
2213.2,0.002
2213.75,0.0026
2214.3,0.0029
2214.85,0.0019
2215.4,0.0022
2215.95,0.0021
2216.5,0.0018
2217.05,0.002
2217.6,0.0024
2218.15,0.0018
2218.7,0.0021
2219.25,0.0022
2219.8,0.0022
2220.35,0.0024
2220.9,0.0026
2221.45,0.003
2222.0,0.0028
2222.55,0.0027
2223.1,0.0021
2223.65,0.003
2224.2,0.0026
2224.75,0.002
2225.3,0.0028
2225.85,0.0026
2226.4,0.0021
2226.95,0.0019
2227.5,0.0019
2228.05,0.0021
2228.6,0.0021
2229.15,0.0018
2229.7,0.0016
2230.25,0.0034
2230.8,0.0034
2231.35,0.0033
2231.9,0.0015
2232.45,0.002
2233.0,0.002
2233.55,0.0019
2234.1,0.0033
2234.65,0.0111
2235.2,0.0024
2235.75,0.005
2236.3,0.8883
2236.85,0.0647
2237.4,0.0034
2237.95,0.0032
2238.5,0.043
2239.05,0.0038
2239.6,0.0037
2240.15,0.0045
2240.7,0.0075
2241.25,0.2707
2241.8,0.0076
2242.35,0.0125
2242.9,0.0038
2243.45,0.0022
2244.0,0.0032
2244.55,0.0025
2245.1,0.0025
2245.65,0.0025
2246.2,0.0024
2246.75,0.0017
2247.3,0.0017
2247.85,0.0018
2248.4,0.0014
2248.95,0.0014
2249.5,0.0017
2250.05,0.0096
2250.6,0.0018
2251.15,0.002
2251.7,0.0097
2252.25,0.0023
2252.8,0.0028
2253.35,0.0418
2253.9,0.0037
2254.45,0.0028
2255.0,0.0027
2255.55,0.0022
2256.1,0.0022
2256.65,0.0022
2257.2,0.0039
2257.75,0.2349
2258.3,0.0034
2258.85,0.2512
2259.4,0.0339
2259.95,0.0084
2260.5,0.0057
2261.05,0.1079
2261.6,0.019
2262.15,0.0263
2262.7,0.0146
2263.25,0.0035
2263.8,0.0045
2264.35,0.0255
2264.9,0.0469
2265.45,0.1524
2266.0,0.0647
2266.55,0.0035
2267.1,0.0169
2267.65,0.0123
2268.2,0.0219
2268.75,0.0301
2269.3,0.0348
2269.85,0.2485
2270.4,0.0879
2270.95,0.0012
2271.5,0.0009
2272.05,0.0104
2272.6,0.0013
2273.15,0.001
2273.7,0.0035
2274.25,0.0031
2274.8,0.0021
2275.35,0.002
2275.9,0.0018
2276.45,0.0019
2277.0,0.0017
2277.55,0.0018
2278.1,0.0016
2278.65,0.0021
2279.2,0.0021
2279.75,0.0015
2280.3,0.0016
2280.85,0.0092
2281.4,0.2991
2281.95,0.5779
2282.5,0.8413
2283.05,0.0552
2283.6,0.2239
2284.15,0.0014
2284.7,0.0009
2285.25,0.0011
2285.8,0.0012
2286.35,0.0219
2286.9,0.2334
2287.45,0.0015
2288.0,0.0179
2288.55,0.0268
2289.1,0.0762
2289.65,0.0022
2290.2,0.0027
2290.75,0.0247
2291.3,0.0024
2291.85,0.0047
2292.4,0.0034
2292.95,0.0013
2293.5,0.0036
2294.05,0.005
2296.25,0.3499
2296.8,0.0293
2297.35,0.0542
2297.9,0.2792
2298.45,1.098
2299.0,0.8998
2299.55,0.2296
2300.1,0.06
2300.65,0.2905
2301.2,0.98
2301.75,0.3704
2302.3,0.3922
2302.85,0.1774
2303.4,0.4209
2303.95,0.1049
2304.5,0.4981
2305.05,0.041
2305.6,0.2209
2306.15,0.1728
2306.7,0.7755
2307.25,0.6348
2307.8,0.1237
2308.35,0.1358
2308.9,0.5004
2309.45,0.088
2310.0,0.3291
2310.55,0.3851
2311.1,0.4721
2311.65,0.1926
2312.2,0.0124
2312.75,0.0158
2313.3,0.3184
2313.85,0.15
2314.4,0.1063
2314.95,0.1171
2315.5,0.3494
2316.05,0.4786
2316.6,0.4788
2317.15,0.1071
2317.7,0.5541
2318.25,0.3802
2318.8,0.076
2319.35,0.0467
2319.9,0.2545
2320.45,0.7426
2321.0,0.0279
2321.55,0.334
2322.1,0.4286
2322.65,0.1889
2323.2,0.0605
2323.75,0.002
2324.3,0.001
2324.85,0.0009
2325.4,0.0006
2325.95,0.0007
2326.5,0.0006
2327.05,0.0006
2327.6,0.0011
2328.15,0.0007
2328.7,0.0005
2329.25,0.0005
2329.8,0.0006
2330.35,0.0006
2330.9,0.0022
2331.45,0.0019
2332.0,0.0017
2332.55,0.0013
2333.1,0.0015
2333.65,0.0011
2334.2,0.0015
2334.75,0.0014
2335.3,0.0007
2335.85,0.0007
2336.4,0.0012
2336.95,0.0013
2337.5,0.0014
2338.05,0.0019
2338.6,0.002
2339.15,0.0019
2339.7,0.002
2340.25,0.0016
2340.8,0.002
2341.35,0.0018
2341.9,0.0015
2342.45,0.0024
2343.0,0.0022
2343.55,0.0025
2344.1,0.0201
2344.65,0.0085
2345.2,0.2527
2345.75,0.0462
2346.3,0.0026
2346.85,0.4463
2347.4,0.019
2347.95,0.0043
2348.5,0.0027
2349.05,0.1191
2349.6,0.0127
2350.15,0.0024
2350.7,0.0022
2351.25,0.0013
2351.8,0.001
2352.35,0.0012
2352.9,0.001
2353.45,0.0013
2354.0,0.002
2354.55,0.0016
2355.1,0.002
2355.65,0.0022
2356.2,0.0019
2356.75,0.0019
2357.3,0.0021
2357.85,0.0015
2358.4,0.0022
2358.95,0.0017
2359.5,0.0016
2360.05,0.0022
2360.6,0.002
2361.15,0.0076
2361.7,0.0025
2362.25,0.002
2362.8,0.0031
2363.35,0.0018
2363.9,0.0019
2364.45,0.0017
2365.0,0.0018
2365.55,0.1281
2366.1,0.0193
2366.65,0.0039
2367.2,0.0016
2367.75,0.004
2368.3,0.0045
2368.85,0.0021
2369.4,0.002
2369.95,0.0018
2370.5,0.0769
2371.05,0.0089
2371.6,0.0037
2372.15,0.0027
2372.7,0.0032
2373.25,0.3394
2373.8,0.141
2374.35,0.0133
2374.9,0.0034
2375.45,0.0399
2376.0,0.0166
2376.55,0.0294
2377.1,0.0033
2377.65,0.0033
2378.2,0.0132
2378.75,0.0034
2379.3,0.0022
2379.85,0.0444
2380.4,0.0093
2380.95,0.4778
2381.5,0.3792
2382.05,0.5857
2382.6,0.4882
2383.15,0.3047
2383.7,0.3885
2384.25,0.2935
2384.8,0.1963
2385.35,0.2731
2385.9,0.5923
2386.45,0.6074
2387.0,0.1139
2387.55,0.2222
2388.1,0.2115
2388.65,0.1742
2389.2,0.1452
2389.75,0.2452
2390.3,1.7259
2390.85,0.717
2391.4,0.2024
2391.95,0.092
2392.5,0.0886
2393.05,0.3218
2393.6,0.0951
2394.15,0.2786
2394.7,0.3202
2395.25,0.4933
2395.8,0.1855
2396.35,0.3842
2396.9,0.5569
2397.45,0.3394
2398.0,0.1232
2398.55,0.635
2399.1,0.7416
2399.65,0.4286
2400.2,0.3059
2400.75,0.4611
2401.3,0.4052
2401.85,0.2706
2402.4,0.9251
2402.95,0.1902
2403.5,0.7481
2404.05,0.4245
2404.6,0.5513
2405.15,0.739
2405.7,0.4452
2406.25,0.3484
2406.8,0.5286
2407.35,0.6481
2407.9,0.3693
2408.45,0.6621
2409.0,0.8185
2409.55,0.4965
2410.1,0.3938
2410.65,0.2499
2411.2,0.3656
2411.75,0.4561
2412.3,0.0195
2412.85,0.1367
2413.4,0.1053
2413.95,0.2847
2414.5,0.5104
2415.05,0.4328
2415.6,0.4823
2416.15,0.4029
2416.7,0.0056
2417.25,0.003
2417.8,0.1528
2418.35,0.1139
2418.9,0.2318
2419.45,0.0117
2420.0,0.6006
2420.55,0.0081
2421.1,0.0013
2421.65,0.0012
2422.2,0.0011
2422.75,0.0007
2423.3,0.0011
2423.85,0.0013
2424.4,0.0007
2424.95,0.0009
2425.5,0.0011
2426.05,0.0011
2426.6,0.0082
2427.15,0.0075
2427.7,0.0018
2428.25,0.0012
2428.8,0.0008
2429.35,0.0007
2429.9,0.0008
2430.45,0.0007
2431.0,0.0026
2431.55,0.0554
2432.1,0.0536
2432.65,0.0168
2433.2,0.0054
2433.75,0.0242
2434.3,0.0419
2434.85,0.0814
2435.4,0.0752
2437.6,0.001
2438.15,0.0013
2438.7,0.0007
2439.25,0.0011
2439.8,0.0011
2440.35,0.0011
2440.9,0.002
2441.45,0.0023
2442.0,0.0023
2442.55,0.0023
2443.1,0.0028
2443.65,0.003
2444.2,0.0028
2444.75,0.0017
2445.3,0.0017
2445.85,0.0023
2446.4,0.0017
2446.95,0.0023
2447.5,0.0273
2448.05,0.0064
2448.6,0.062
2449.15,0.1349
2449.7,0.16
2450.25,0.0029
2450.8,0.0042
2451.35,0.0034
2451.9,0.0022
2452.45,0.0036
2453.0,0.125
2453.55,0.0048
2454.1,0.0245
2454.65,0.1234
2455.2,0.0257
2455.75,0.0413
2456.3,0.1178
2456.85,0.1728
2457.4,0.3222
2457.95,0.465
2458.5,0.0047
2459.05,0.1811
2459.6,0.7797
2460.15,0.0017
2460.7,0.0009
2461.25,0.1124
2461.8,0.0581
2462.35,0.0533
2462.9,0.0007
2463.45,0.0005
2464.0,0.0004
2464.55,0.0003
2465.1,0.0005
2465.65,0.0538
2466.2,0.4355
2466.75,0.5006
2467.3,0.61
2467.85,0.056
2468.4,0.1513
2468.95,0.458
2469.5,0.176
2470.05,0.2084
2470.6,0.0719
2471.15,0.0191
2471.7,0.0021
2472.25,0.0005
2472.8,0.0003
2473.35,0.0003
2473.9,0.0005
2474.45,0.3505
2475.0,0.141
2475.55,0.0015
2476.1,0.0004
2476.65,0.0003
2477.2,0.0003
2477.75,0.0003
2478.3,0.0002
2478.85,0.0001
2479.4,0.0001
2479.95,0.0002
2480.5,0.0002
2481.05,0.0002
2481.6,0.0003
2482.15,0.0002
2482.7,0.0002
2483.25,0.0003
2483.8,0.0002
2484.35,0.0002
2484.9,0.0003
2485.45,0.0004
2486.0,0.0003
2486.55,0.0003
2487.1,0.0003
2487.65,0.0002
2488.2,0.0002
2488.75,0.0002
2489.3,0.0002
2489.85,0.0003
2490.4,0.0003
2490.95,0.0003
2491.5,0.0003
2492.05,0.0003
2492.6,0.0002
2493.15,0.0002
2493.7,0.0002
2494.25,0.0002
2494.8,0.0002
2495.35,0.0002
2495.9,0.0002
2496.45,0.0002
2497.0,0.0002
2497.55,0.0002
2498.1,0.0002
2498.65,0.0003
2499.2,0.0002
2499.75,0.0002
2500.3,0.0003
2500.85,0.0003
2501.4,0.0004
2501.95,0.0005
2502.5,0.0004
2503.05,0.0003
2503.6,0.0004
2504.15,0.0005
2504.7,0.0006
2505.25,0.0006
2505.8,0.0007
2506.35,0.0008
2506.9,0.0007
2507.45,0.0004
2508.0,0.0003
2508.55,0.0002
2509.1,0.0003
2509.65,0.0006
2510.2,0.0006
2510.75,0.0004
2511.3,0.0004
2511.85,0.0004
2512.4,0.0004
2512.95,0.0004
2513.5,0.0002
2514.05,0.0002
2514.6,0.0005
2515.15,0.0004
2515.7,0.0003
2516.25,0.0014
2516.8,0.0013
2517.35,0.0007
2517.9,0.0003
2518.45,0.0002
2519.0,0.0002
2519.55,0.0003
2520.1,0.0003
2520.65,0.0004
2521.2,0.0003
2521.75,0.0003
2522.3,0.0003
2522.85,0.0003
2523.4,0.0003
2523.95,0.0003
2524.5,0.0003
2525.05,0.0003
2525.6,0.0003
2526.15,0.0003
2526.7,0.0003
2527.25,0.0003
2527.8,0.0003
2528.35,0.0003
2528.9,0.0003
2529.45,0.0003
2530.0,0.0003
2530.55,0.0004
2531.1,0.0004
2531.65,0.0003
2532.2,0.0004
2532.75,0.0004
2533.3,0.0003
2533.85,0.0005
2534.4,0.0008
2534.95,0.0009
2535.5,0.0009
2536.05,0.0008
2536.6,0.0004
2537.15,0.0003
2537.7,0.0003
2538.25,0.0002
2538.8,0.0005
2539.35,0.0006
2539.9,0.0007
2540.45,0.0008
2541.0,0.0009
2541.55,0.001
2542.1,0.0012
2542.65,0.0009
2543.2,0.0077
2543.75,0.0505
2544.3,0.0029
2544.85,0.0239
2545.4,0.007
2545.95,0.0028
2546.5,0.0468
2547.05,0.1002
2547.6,0.002
2548.15,0.0025
2548.7,0.0621
2549.25,0.8716
2549.8,0.1638
2550.35,0.0385
2550.9,0.014
2551.45,0.2709
2552.0,0.0432
2552.55,0.1327
2553.1,0.0449
2553.65,0.2808
2554.2,0.2779
2554.75,0.3145
2555.3,0.2601
2555.85,0.1853
2556.4,0.0248
2556.95,0.0038
2557.5,0.0014
2558.05,0.0005
2558.6,0.0006
2559.15,0.0005
2559.7,0.0004
2560.25,0.0004
2560.8,0.0004
2561.35,0.0003
2561.9,0.0004
2562.45,0.0005
2563.0,0.0004
2563.55,0.0003
2564.1,0.0004
2564.65,0.0172
2565.2,0.0029
2565.75,0.0058
2566.3,0.0375
2566.85,0.0713
2567.4,0.2521
2567.95,0.0514
2568.5,0.5347
2569.05,0.588
2569.6,0.3372
2570.15,0.337
2572.9,0.316
2573.45,0.6319
2574.0,0.4642
2574.55,0.5677
2575.1,0.2455
2575.65,0.5773
2576.2,0.8908
2576.75,0.4387
2577.3,0.1705
2577.85,0.3457
2578.4,0.4619
2578.95,0.3444
2579.5,0.267
