#created from Kadens firn model
depth	LID	rel_unc
1236.35	66.74743482816774	0.2
1238.95	67.01037426820305	0.2
1241.31	67.18878494308301	0.2
1243.8	67.24969948760491	0.2
1246.25	67.28032230288419	0.2
1248.54	67.29763558391122	0.2
1250.8	67.27576247813816	0.2
1253.19	67.20807644503043	0.2
1255.55	67.28701415221973	0.2
1257.85	67.52801069447074	0.2
1260.09	67.63745166833066	0.2
1262.5	67.64413466147403	0.2
1264.79	67.72307369494122	0.2
1267.16	67.83761890787218	0.2
1269.54	67.89588678872373	0.2
1271.94	67.91287402970573	0.2
1274.37	67.7778182460839	0.2
1276.68	67.63712914102389	0.2
1278.93	67.5728930415795	0.2
1281.27	67.52365815360592	0.2
1283.51	67.40383100943313	0.2
1285.8	67.16988323472698	0.2
1288.21	67.08173547156491	0.2
1290.55	67.05948068369004	0.2
1292.86	66.93334162478618	0.2
1295.18	66.77731847772782	0.2
1297.62	66.75427378996541	0.2
1299.97	66.83372749173112	0.2
1302.22	66.96982563409405	0.2
1304.65	67.08683444690313	0.2
1307.06	67.25216953866828	0.2
1309.28	67.39122830920499	0.2
1311.62	67.49612930807893	0.2
1313.88	67.55951606322708	0.2
1316.11	67.58270473322158	0.2
1318.51	67.4676881837545	0.2
1320.93	67.30242865183392	0.2
1323.29	67.14755609436492	0.2
1325.54	66.99579269790397	0.2
1327.75	66.91898767429751	0.2
1330.12	66.98627317962396	0.2
1332.3	67.15763822579436	0.2
1334.77	67.21527635802781	0.2
1336.95	67.19468399521968	0.2
1339.21	67.14552570665163	0.2
1341.57	66.98407299754287	0.2
1343.87	66.8497476505216	0.2
1346.23	66.91341103769034	0.2
1348.63	67.07892524483812	0.2
1350.93	67.24648579820268	0.2
1353.18	67.42850137033953	0.2
1355.41	67.6146463651645	0.2
1357.65	67.76438764224434	0.2
1359.87	67.871137279986	0.2
1362.12	67.9761558647759	0.2
1364.22	68.04681232652783	0.2
1366.52	67.94976763356941	0.2
1368.87	67.74585876766513	0.2
1371.01	67.52305061877291	0.2
1373.17	67.24162913152482	0.2
1375.53	66.9177782934108	0.2
1377.56	66.74362029422053	0.2
1380.1	66.74395464602853	0.2
1382.33	66.90897328644577	0.2
1384.48	67.18575154129687	0.2
1386.37	67.5718809467705	0.2
1388.55	68.04032647036595	0.2
1390.39	68.50296982475469	0.2
1392.6	69.03972616733488	0.2
1394.52	69.47012578139916	0.2
1396.53	69.55613632306839	0.2
1398.42	69.26090365226399	0.2
1400.54	68.87605958433937	0.2
1402.95	68.43049020819497	0.2
1405.05	67.96159324590356	0.2
1407.11	67.74342633073464	0.2
1409.1	67.71872558639431	0.2
1411.35	67.89649737505196	0.2
1413.35	67.95067619823041	0.2
1415.57	67.87252739981301	0.2
1417.57	67.66460434250605	0.2
1419.54	67.51831278144837	0.2
1421.62	67.37173257212777	0.2
1423.7	67.24349433010968	0.2
1425.77	67.15100326384763	0.2
1427.82	67.24274021794216	0.2
1430.22	67.38442866704263	0.2
1432.25	67.52338474716872	0.2
1434.42	67.7626199520114	0.2
1436.56	67.93587389230345	0.2
1438.78	68.0619396416765	0.2
1440.84	68.18714424630954	0.2
1442.72	68.30050634833204	0.2
1444.9	68.39528447777464	0.2
1446.96	68.3072464646577	0.2
1449.23	68.14718267302027	0.2
1451.33	67.95821266736608	0.2
1453.3	67.83209037061489	0.2
1455.29	67.83041605354303	0.2
1457.14	67.85499465047258	0.2
1459.19	67.76970688586977	0.2
1461.15	67.65966677971747	0.2
1463.36	67.44965769388497	0.2
1465.41	67.28474664951761	0.2
1467.47	67.32537820313973	0.2
1469.38	67.37527305319082	0.2
1471.43	67.46879533220967	0.2
1473.4	67.67738191211744	0.2
1475.39	67.98295326594274	0.2
1477.27	68.34075991388016	0.2
1479.47	68.43607483955122	0.2
1481.46	68.27333509312486	0.2
1483.62	68.0663907878494	0.2
1485.67	67.90227948452967	0.2
1487.7	67.80843046692644	0.2
1489.47	67.83535645618491	0.2
1491.79	67.97127329009561	0.2
1493.68	68.20130440294585	0.2
1495.45	68.38438960802044	0.2
1497.38	68.54830057177769	0.2
1499.32	68.7454950208982	0.2
1501.19	68.69221185059706	0.2
1502.9	68.39194848191285	0.2
1504.95	68.10423703041828	0.2
1506.89	67.82108169912242	0.2
1508.74	67.49116614126478	0.2
1510.56	67.30147681345895	0.2
1512.41	67.41627958443712	0.2
1514.31	67.70378656513589	0.2
1516.21	67.94106888602494	0.2
1518.15	68.23119192686543	0.2
1519.97	68.52428703195318	0.2
1521.71	68.70576424668387	0.2
1523.34	68.81791162475369	0.2
1525.13	68.89088882391258	0.2
1526.9	68.84185192028816	0.2
1528.64	68.78631365769053	0.2
1530.47	68.6659021406684	0.2
1532.13	68.5232771681379	0.2
1533.78	68.42157405101514	0.2
1535.66	68.33696549969282	0.2
1537.37	68.36321980290697	0.2
1538.9	68.51287249217324	0.2
1540.7	68.69759267324805	0.2
1542.44	68.90058901623256	0.2
1544.15	69.05220137809016	0.2
1545.82	69.17339572885432	0.2
1547.52	69.30743191612993	0.2
1549.23	69.41980617658172	0.2
1551.04	69.49465490035632	0.2
1552.88	69.6260442387954	0.2
1554.52	69.7292869356716	0.2
1556.2	69.73268123125841	0.2
1558.06	69.76402163728378	0.2
1559.7	69.92444651035834	0.2
1561.34	70.0800437698705	0.2
1563.19	70.1595813677873	0.2
1564.89	70.26142852915028	0.2
1566.56	70.4352964229811	0.2
1568.27	70.6815259725766	0.2
1569.97	70.95727841652177	0.2
1571.69	71.27443190385382	0.2
1573.34	71.47172212599546	0.2
1574.9	71.59593405130907	0.2
1576.5	71.65708862741675	0.2
1577.99	71.72751413205096	0.2
1579.55	71.79306475459488	0.2
1580.98	71.88755758505937	0.2
1582.58	72.02628414633074	0.2
1584.25	72.16895072787048	0.2
1585.93	72.31408617323592	0.2
1587.55	72.46123035234109	0.2
1589.2	72.67582463117732	0.2
1590.68	72.99877116863063	0.2
1592.12	73.25275824310441	0.2
1593.76	73.3893617858964	0.2
1595.42	73.41525132443809	0.2
1596.91	73.40537968482457	0.2
1598.4	73.47381527855676	0.2
1599.83	73.56833091060608	0.2
1601.3333333333335	73.65921689282872	0.2
1602.7692307692307	73.69638291247853	0.2
1604.142857142857	73.67262892475203	0.2
1605.5714285714284	73.63445282823223	0.2
1606.9333333333332	73.65959729555448	0.2
1608.4615384615386	73.81449059817115	0.2
1609.9285714285716	74.08692418349824	0.2
1611.357142857143	74.39186986813469	0.2
1612.7857142857142	74.64445761329279	0.2
1614.0714285714287	74.83493081672106	0.2
1615.5	74.99429648079646	0.2
1616.9285714285716	75.13544826946547	0.2
1618.3846153846152	75.2665257415694	0.2
1619.8	75.42870247048673	0.2
1621.0714285714284	75.64424080056132	0.2
1622.5	75.89349031726672	0.2
1624.0	76.1196526689339	0.2
1625.4285714285716	76.33941439187518	0.2
1626.8	76.50236753776612	0.2
1628.142857142857	76.66101483040745	0.2
1629.5333333333333	76.86417902287525	0.2
1630.8666666666668	77.0557067120211	0.2
1632.142857142857	77.26606539622689	0.2
1633.5714285714284	77.43541253095707	0.2
1634.9333333333332	77.56753505793192	0.2
1636.25	77.6944996106421	0.2
1637.5714285714287	77.79008591534812	0.2
1639.0	77.85331814414927	0.2
1640.142857142857	77.92587908540611	0.2
1641.5	77.984241791362	0.2
1642.857142857143	78.03855940444845	0.2
1643.9473684210527	78.0951272521066	0.2
1645.2857142857142	78.14012682970966	0.2
1646.7142857142856	78.20595211031564	0.2
1647.9411764705883	78.30613450021096	0.2
1649.125	78.4448650490161	0.2
1650.375	78.65934812115832	0.2
1651.7142857142856	78.94688770666794	0.2
1653.0625	79.21748573070151	0.2
1654.3333333333335	79.47181858508858	0.2
1655.5555555555554	79.65596864340438	0.2
1656.7058823529412	79.84743180904341	0.2
1658.0	80.07998819162009	0.2
1659.2941176470588	80.37368245933993	0.2
1660.4444444444443	80.72351805852017	0.2
1661.5263157894738	81.2498340408731	0.2
1662.578947368421	81.77626052089563	0.2
1663.6315789473686	82.25719193053672	0.2
1664.8125	82.72108618164637	0.2
1666.0	83.14252870148749	0.2
1667.1875	83.59159381037401	0.2
1668.4666666666667	83.95487411453801	0.2
1669.8	84.21567635803744	0.2
1671.0555555555554	84.30908804802854	0.2
1672.1666666666665	84.27568743982978	0.2
1673.2941176470588	84.21671588406991	0.2
1674.4705882352941	84.22340186660496	0.2
1675.578947368421	84.24912303915416	0.2
1676.6315789473683	84.27432944719831	0.2
1677.5416666666667	84.29162186899636	0.2
1678.2727272727273	84.30981205787857	0.2
1678.878787878788	84.32502230591516	0.2
1679.5	84.34367114820203	0.2
1680.1142857142856	84.3561084712901	0.2
1680.6857142857143	84.37875783501647	0.2
1681.2727272727273	84.44478079977607	0.2
1681.8787878787878	84.60586412748735	0.2
1682.4705882352941	84.93749242399208	0.2
1683.0625	85.33979689879254	0.2
1683.6875	85.80284819367527	0.2
1684.3030303030303	86.33272025994302	0.2
1684.909090909091	86.91238771735226	0.2
1685.4594594594596	87.36542533968847	0.2
1686.0	87.99263259012648	0.2
1686.5882352941176	88.6219394481092	0.2
1687.1666666666667	89.21422411302996	0.2
1687.7222222222222	89.62202498312381	0.2
1688.2941176470588	89.968673003561	0.2
1688.8823529411766	90.20923906280908	0.2
1689.3902439024391	90.50501921407847	0.2
1689.878048780488	90.70619299829342	0.2
1690.4166666666667	90.95228891084199	0.2
1690.9722222222222	91.16949119770037	0.2
1691.5588235294117	91.30890018728093	0.2
1692.128205128205	91.46006802572451	0.2
1692.6410256410256	91.56916258703302	0.2
1693.1818181818182	91.6452203685668	0.2
1693.7878787878788	91.65918980528143	0.2
1694.3823529411766	91.62888712925354	0.2
1694.9705882352941	91.52783548370418	0.2
1695.452380952381	91.36632957637508	0.2
1695.9285714285713	91.15682197871475	0.2
1696.4358974358975	90.90988531738881	0.2
1696.948717948718	90.55744799902513	0.2
1697.45	90.11042566963205	0.2
1697.95	89.57249549583196	0.2
1698.4864864864865	88.87387259960714	0.2
1699.027027027027	88.16883420148187	0.2
1699.5675675675675	87.50716851542097	0.2
1700.111111111111	86.98195916732261	0.2
1700.6666666666667	86.95467617597758	0.2
1701.2051282051282	86.99868735126154	0.2
1701.7179487179487	86.9614605691638	0.2
1702.2368421052631	86.80467636739968	0.2
1702.7631578947369	86.66112817554685	0.2
1703.275	86.53727470903621	0.2
1703.775	86.40373744260978	0.2
1704.2894736842104	86.27862950352059	0.2
1704.8157894736842	86.14589939627574	0.2
1705.3333333333333	86.05661654415847	0.2
1705.8461538461538	86.03136833547747	0.2
1706.35	85.95900986308433	0.2
1706.85	85.92040016534742	0.2
1707.4117647058824	85.86884465142614	0.2
1708.0	85.73393482924723	0.2
1708.5263157894738	85.49310058824518	0.2
1709.054054054054	85.13762182296324	0.2
1709.5945945945946	84.55046797867155	0.2
1710.1515151515152	83.7979682657666	0.2
1710.7575757575758	83.03245397965208	0.2
1711.3636363636363	82.40207474730147	0.2
1711.969696969697	81.92062128598015	0.2
1712.6785714285713	81.39767608343271	0.2
1713.44	80.69843018332735	0.2
1714.3	80.14322866961936	0.2
1715.2857142857142	79.65155855555074	0.2
1716.2380952380952	79.18552335543296	0.2
1717.2	78.66208853616088	0.2
1718.1666666666667	78.24102124363017	0.2
1719.0	78.15425085353144	0.2
1719.8695652173913	78.21653462334969	0.2
1720.85	78.47831543783226	0.2
1721.7391304347825	78.86138659165815	0.2
1722.5	79.4851298038358	0.2
1723.1875	80.12392649682782	0.2
1723.8125	80.87267648244413	0.2
1724.4516129032259	81.73682979414886	0.2
1725.1153846153845	82.68461382346912	0.2
1725.8846153846155	83.64446169768473	0.2
1726.5862068965516	84.6554133635603	0.2
1727.32	85.49819633568077	0.2
1728.107142857143	86.10643356047254	0.2
1728.8214285714287	86.56634599926274	0.2
1729.6818181818182	86.74627331993157	0.2
1730.4814814814815	86.67804781513513	0.2
1731.2608695652175	86.28462503373851	0.2
1732.15	85.70060233672011	0.2
1733.125	84.94126039843826	0.2
1733.9583333333333	84.17605671559635	0.2
1734.8636363636363	83.45400704428758	0.2
1735.7727272727273	82.74031022317615	0.2
1736.6521739130435	82.44457154675379	0.2
1737.6000000000001	82.44583981488732	0.2
1738.5714285714287	82.69758933847376	0.2
1739.55	83.00003359032267	0.2
1740.6470588235295	83.35530065252237	0.2
1741.7	83.81682280417945	0.2
1742.6363636363635	84.31376009374284	0.2
1743.48	84.6916636290661	0.2
1744.28	85.00135548815035	0.2
1745.0869565217392	85.18439602481706	0.2
1745.9565217391305	85.27847554598698	0.2
1746.8636363636363	85.37014094271017	0.2
1747.85	85.3935433148232	0.2
1748.8095238095239	85.34598469250494	0.2
1749.842105263158	85.3309916646174	0.2
1750.8947368421052	85.31794357731549	0.2
1751.9	85.20267548077267	0.2
1752.857142857143	85.15386368771178	0.2
1753.85	85.0826432153083	0.2
1754.85	84.87381348368642	0.2
1755.7727272727273	84.65398457562948	0.2
1756.6521739130435	84.53736704741138	0.2
1757.5454545454545	84.5794083821498	0.2
1758.5263157894738	84.81406271447172	0.2
1759.5	85.22073873844609	0.2
1760.4285714285713	85.59882739390392	0.2
1761.3999999999999	85.75625411315006	0.2
1762.2666666666667	85.6978019459252	0.2
1762.9333333333334	85.53853361471272	0.2
1763.6206896551723	85.37020309552045	0.2
1764.4285714285713	85.19351387086829	0.2
1765.3809523809523	84.98697915459451	0.2
1766.3684210526314	84.68022609757749	0.2
1767.5	84.37136615572251	0.2
1768.6315789473686	83.983880241961	0.2
1769.6842105263158	83.47015040299476	0.2
1770.7368421052631	82.66244578386002	0.2
1771.8823529411766	81.97145657028938	0.2
1772.8999999999999	81.7117653437142	0.2
1774.0	82.13660314739249	0.2
1775.0625	82.9265915090746	0.2
1776.2777777777778	83.49842000007624	0.2
1777.4117647058824	83.82128139599051	0.2
1778.6666666666665	84.01034551034633	0.2
1779.8823529411764	84.14020836702518	0.2
1781.0	84.47627265902702	0.2
1782.1666666666667	85.02106028172275	0.2
1783.3125	85.54150082818549	0.2
1784.6	86.06243355104203	0.2
1785.9333333333334	86.56309733066101	0.2
1787.1875	87.12600179322419	0.2
1788.4375	87.69930005652736	0.2
1789.6470588235293	88.29537687967336	0.2
1790.9333333333332	88.92372062863267	0.2
1792.1875	89.52293230699296	0.2
1793.4117647058824	90.0747076784122	0.2
1794.5263157894738	90.57912941150497	0.2
1795.5238095238094	91.15035905105202	0.2
1796.5263157894738	91.63308881227181	0.2
1797.4782608695652	92.16632171831267	0.2
1798.2105263157894	92.75074776872168	0.2
1798.7368421052631	93.38023543526485	0.2
1799.2564102564102	93.81873270124875	0.2
1799.7692307692307	94.50128028077884	0.2
1800.3055555555554	95.20597958243783	0.2
1800.861111111111	95.68313024740712	0.2
1801.4166666666667	96.4018185424618	0.2
1801.9722222222222	97.1187792879523	0.2
1802.5135135135135	97.5944183521019	0.2
1803.057142857143	98.30260472899568	0.2
1803.6285714285714	98.77026446546814	0.2
1804.1944444444443	99.47154641319035	0.2
1804.75	99.93298436629331	0.2
1805.3333333333333	100.60242687205562	0.2
1805.939393939394	101.23674982183142	0.2
1806.5294117647059	101.63846233912152	0.2
1807.1025641025642	102.2065077814335	0.2
1807.6153846153845	102.72884738472295	0.2
1808.1470588235293	103.20189663120247	0.2
1808.735294117647	103.62331728603868	0.2
1809.3235294117646	104.10687882925373	0.2
1809.9117647058824	104.41791421883728	0.2
1810.5	104.68501799639405	0.2
1811.078947368421	104.97760178029608	0.2
1811.6052631578948	105.21321994453209	0.2
1812.138888888889	105.35660266045713	0.2
1812.6944444444443	105.50071736008977	0.2
1813.2142857142858	105.57627186261115	0.2
1813.6904761904761	105.58180947802728	0.2
1814.1707317073171	105.53471334279007	0.2
1814.658536585366	105.4266603624126	0.2
1815.142857142857	105.28951716563904	0.2
1815.6190476190477	105.11327035829818	0.2
1816.088888888889	104.83737490175393	0.2
1816.5333333333333	104.4891368175572	0.2
1816.9777777777779	104.05708433851949	0.2
1817.475	103.55505417755134	0.2
1817.975	103.00091459408553	0.2
1818.475	102.32768349168222	0.2
1818.975	101.74901048971252	0.2
1819.5428571428572	101.1099990530887	0.2
1820.090909090909	99.90748529625783	0.2
1820.5454545454545	98.77838007677443	0.2
1821.0	97.80527448679544	0.2
1821.5128205128206	97.12110189161751	0.2
1822.0238095238094	96.64596360030004	0.2
1822.5	96.54682554224256	0.2
1822.9761904761904	96.55024185159712	0.2
1823.475	96.5707768344063	0.2
1823.975	96.58140693582669	0.2
1824.475	96.52856596835537	0.2
1824.975	96.47202466372607	0.2
1825.4318181818182	96.37649635960825	0.2
1825.8863636363637	96.3002157971811	0.2
1826.3658536585367	96.29112373385807	0.2
1826.8536585365853	96.30388490833674	0.2
1827.3333333333333	96.27640816983765	0.2
1827.8095238095239	96.19950726325193	0.2
1828.3333333333333	96.1399797244849	0.2
1828.888888888889	96.12793761493539	0.2
1829.3720930232557	96.1130061189911	0.2
