#IGOR SMB Depth (m)	mm ie	error
1202.67	0.048616291	0.2
1203.99	0.05413818	0.2
1205.46	0.054766281	0.2
1206.33	0.044818109	0.2
1207.43	0.061260249	0.2
1211.18	0.054327047	0.2
1212.42	0.057794552	0.2
1214.46	0.049831333	0.2
1215.67	0.054459637	0.2
1217.51	0.053427485	0.2
1219.21	0.05774408	0.2
1219.76	0.054701386	0.2
1221.71	0.054930443	0.2
1224.57	0.039247923	0.2
1225.52	0.052324763	0.2
1227.32	0.055735872	0.2
1228.86	0.049478059	0.2
1230.15	0.04963328	0.2
1230.77	0.048448423	0.2
1234.5	0.047276038	0.2
1241.73	0.060725342	0.2
1242.24	0.043701925	0.2
1242.39	0.044208963	0.2
1243.21	0.059267346	0.2
1243.81	0.058783117	0.2
1245.26	0.049932998	0.2
1248.92	0.048916887	0.2
1249.76	0.038956903	0.2
1250.26	0.039031804	0.2
1250.57	0.065744435	0.2
1252.19	0.058715724	0.2
1256.42	0.038539133	0.2
1256.59	0.044234892	0.2
1257.31	0.067546149	0.2
1259.13	0.060607686	0.2
1259.5	0.079205803	0.2
1259.92	0.067223173	0.2
1263.55	0.076634531	0.2
1267.61	0.083384191	0.2
1268.97	0.083384191	0.2
1269.00	0.0522	0.2
1270.00	0.0530	0.2
1271.00	0.0530	0.2
1272.00	0.0524	0.2
1273.00	0.0519	0.2
1274.00	0.0485	0.2
1275.00	0.0479	0.2
1276.00	0.0477	0.2
1277.00	0.0462	0.2
1278.00	0.0455	0.2
1279.00	0.0448	0.2
1280.00	0.0442	0.2
1281.00	0.0485	0.2
1282.00	0.0496	0.2
1283.00	0.0497	0.2
1284.00	0.0460	0.2
1285.00	0.0459	0.2
1286.00	0.0466	0.2
1287.00	0.0467	0.2
1288.00	0.0457	0.2
1289.00	0.0439	0.2
1290.00	0.0445	0.2
1291.00	0.0442	0.2
1292.00	0.0436	0.2
1293.00	0.0430	0.2
1294.00	0.0423	0.2
1295.00	0.0419	0.2
1296.00	0.0435	0.2
1297.00	0.0435	0.2
1298.00	0.0432	0.2
1299.00	0.0441	0.2
1300.00	0.0462	0.2
1301.00	0.0505	0.2
1302.00	0.0527	0.2
1303.00	0.0538	0.2
1304.00	0.0528	0.2
1305.00	0.0526	0.2
1306.00	0.0515	0.2
1307.00	0.0493	0.2
1308.00	0.0519	0.2
1309.00	0.0536	0.2
1310.00	0.0598	0.2
1311.00	0.0616	0.2
1312.00	0.0619	0.2
1313.00	0.0605	0.2
1314.00	0.0553	0.2
1315.00	0.0545	0.2
1316.00	0.0543	0.2
1317.00	0.0570	0.2
1318.00	0.0568	0.2
1319.00	0.0558	0.2
1320.00	0.0560	0.2
1321.00	0.0570	0.2
1322.00	0.0571	0.2
1323.00	0.0581	0.2
1324.00	0.0587	0.2
1325.00	0.0609	0.2
1326.00	0.0609	0.2
1327.00	0.0619	0.2
1328.00	0.0618	0.2
1329.00	0.0623	0.2
1330.00	0.0660	0.2
1331.00	0.0665	0.2
1332.00	0.0663	0.2
1333.00	0.0626	0.2
1334.00	0.0623	0.2
1335.00	0.0616	0.2
1336.00	0.0597	0.2
1337.00	0.0577	0.2
1338.00	0.0536	0.2
1339.00	0.0496	0.2
1340.00	0.0477	0.2
1341.00	0.0483	0.2
1342.00	0.0511	0.2
1343.00	0.0544	0.2
1344.00	0.0565	0.2
1345.00	0.0574	0.2
1346.00	0.0581	0.2
1347.00	0.0589	0.2
1348.00	0.0595	0.2
1349.00	0.0609	0.2
1350.00	0.0631	0.2
1351.00	0.0632	0.2
1352.00	0.0632	0.2
1353.00	0.0633	0.2
1354.00	0.0626	0.2
1355.00	0.0628	0.2
1356.00	0.0626	0.2
1357.00	0.0630	0.2
1358.00	0.0633	0.2
1359.00	0.0627	0.2
1360.00	0.0633	0.2
1361.00	0.0634	0.2
1362.00	0.0627	0.2
1363.00	0.0625	0.2
1364.00	0.0639	0.2
1365.00	0.0658	0.2
1366.00	0.0666	0.2
1367.00	0.0596	0.2
1368.00	0.0576	0.2
1369.00	0.0558	0.2
1370.00	0.0549	0.2
1371.00	0.0587	0.2
1372.00	0.0599	0.2
1373.00	0.0605	0.2
1374.00	0.0691	0.2
1375.00	0.0661	0.2
1376.00	0.0604	0.2
1377.00	0.0551	0.2
1378.00	0.0551	0.2
1379.00	0.0556	0.2
1380.00	0.0563	0.2
1381.00	0.0575	0.2
1382.00	0.0596	0.2
1383.00	0.0606	0.2
1384.00	0.0632	0.2
1385.00	0.0645	0.2
1386.00	0.0749	0.2
1387.00	0.0790	0.2
1388.00	0.0845	0.2
1389.00	0.0838	0.2
1390.00	0.0823	0.2
1391.00	0.0814	0.2
1392.00	0.0800	0.2
1393.00	0.0787	0.2
1394.00	0.0771	0.2
1395.00	0.0767	0.2
1396.00	0.0767	0.2
1397.00	0.0770	0.2
1398.00	0.0764	0.2
1399.00	0.0756	0.2
1400.00	0.0751	0.2
1401.00	0.0746	0.2
1402.00	0.0747	0.2
1403.00	0.0755	0.2
1404.00	0.0835	0.2
1405.00	0.0868	0.2
1406.00	0.0892	0.2
1407.00	0.0938	0.2
1408.00	0.1007	0.2
1409.00	0.1012	0.2
1410.00	0.0995	0.2
1411.00	0.0970	0.2
1412.00	0.0960	0.2
1413.00	0.0896	0.2
1414.00	0.0816	0.2
1415.00	0.0788	0.2
1416.00	0.0754	0.2
1417.00	0.0697	0.2
1418.00	0.0647	0.2
1419.00	0.0579	0.2
1420.00	0.0543	0.2
1421.00	0.0506	0.2
1422.00	0.0460	0.2
1423.00	0.0391	0.2
1424.00	0.0388	0.2
1425.00	0.0378	0.2
1426.00	0.0384	0.2
1427.00	0.0396	0.2
1428.00	0.0413	0.2
1429.00	0.0422	0.2
1430.00	0.0441	0.2
1431.00	0.0448	0.2
1432.00	0.0429	0.2
1433.00	0.0437	0.2
1434.00	0.0468	0.2
1435.00	0.0482	0.2
1436.00	0.0461	0.2
1437.00	0.0464	0.2
1438.00	0.0467	0.2
